Feature	Cell Line	RBP	Position	Avg. SHAP
HNRNPA1_1	HepG2	HNRNPA1	1	
HNRNPA1_1	K562	HNRNPA1	1	0.0
HNRNPA1_2	HepG2	HNRNPA1	2	0.0
HNRNPA1_2	K562	HNRNPA1	2	0.0
HNRNPA1_3	HepG2	HNRNPA1	3	
HNRNPA1_3	K562	HNRNPA1	3	0.0
HNRNPA1_4	HepG2	HNRNPA1	4	
HNRNPA1_4	K562	HNRNPA1	4	0.0
HNRNPA1_5	HepG2	HNRNPA1	5	0.0
HNRNPA1_5	K562	HNRNPA1	5	0.0
HNRNPA1_6	HepG2	HNRNPA1	6	0.0
HNRNPA1_6	K562	HNRNPA1	6	0.0
HNRNPC_1	HepG2	HNRNPC	1	0.0
HNRNPC_1	K562	HNRNPC	1	0.0
HNRNPC_2	HepG2	HNRNPC	2	0.0
HNRNPC_2	K562	HNRNPC	2	0.0
HNRNPC_3	HepG2	HNRNPC	3	-1.4731048998171397
HNRNPC_3	K562	HNRNPC	3	0.0
HNRNPC_4	HepG2	HNRNPC	4	-0.10702719491779465
HNRNPC_4	K562	HNRNPC	4	-4.2690685643539116e-05
HNRNPC_5	HepG2	HNRNPC	5	0.0
HNRNPC_5	K562	HNRNPC	5	-0.03789874074192574
HNRNPC_6	HepG2	HNRNPC	6	0.01767368657318385
HNRNPC_6	K562	HNRNPC	6	0.0
HNRNPK_1	HepG2	HNRNPK	1	-0.06694624753855996
HNRNPK_1	K562	HNRNPK	1	0.002647631621041057
HNRNPK_2	HepG2	HNRNPK	2	-0.04276723918528893
HNRNPK_2	K562	HNRNPK	2	-0.0003261130170906195
HNRNPK_3	HepG2	HNRNPK	3	-0.260329115283952
HNRNPK_3	K562	HNRNPK	3	-0.05847767835010465
HNRNPK_4	HepG2	HNRNPK	4	-0.08806132106482321
HNRNPK_4	K562	HNRNPK	4	-0.2596947881512176
HNRNPK_5	HepG2	HNRNPK	5	0.011378806729366019
HNRNPK_5	K562	HNRNPK	5	-0.0006728009160738792
HNRNPK_6	HepG2	HNRNPK	6	-0.06387612718049766
HNRNPK_6	K562	HNRNPK	6	-0.004238765768573627
HNRNPL_1	HepG2	HNRNPL	1	0.0
HNRNPL_1	K562	HNRNPL	1	0.0
HNRNPL_2	HepG2	HNRNPL	2	0.0
HNRNPL_2	K562	HNRNPL	2	0.3647835702378286
HNRNPL_3	HepG2	HNRNPL	3	-0.10021888438546867
HNRNPL_3	K562	HNRNPL	3	-0.40796464460018356
HNRNPL_4	HepG2	HNRNPL	4	0.0
HNRNPL_4	K562	HNRNPL	4	-0.5501844972240767
HNRNPL_5	HepG2	HNRNPL	5	0.0
HNRNPL_5	K562	HNRNPL	5	-1.4757115055705292e-05
HNRNPL_6	HepG2	HNRNPL	6	0.2584605586766465
HNRNPL_6	K562	HNRNPL	6	-0.005339407441507125
HNRNPM_1	HepG2	HNRNPM	1	0.0
HNRNPM_1	K562	HNRNPM	1	0.009993015504179005
HNRNPM_2	HepG2	HNRNPM	2	-0.024914176046769036
HNRNPM_2	K562	HNRNPM	2	-0.007288847321388067
HNRNPM_3	HepG2	HNRNPM	3	-0.7929999096640226
HNRNPM_3	K562	HNRNPM	3	-0.25657353717191467
HNRNPM_4	HepG2	HNRNPM	4	-0.7865978496830638
HNRNPM_4	K562	HNRNPM	4	-0.5131198019617134
HNRNPM_5	HepG2	HNRNPM	5	0.0
HNRNPM_5	K562	HNRNPM	5	-2.9375711140317087e-05
HNRNPM_6	HepG2	HNRNPM	6	0.0
HNRNPM_6	K562	HNRNPM	6	-0.023238950790243736
HNRNPUL1_1	HepG2	HNRNPUL1	1	0.0
HNRNPUL1_1	K562	HNRNPUL1	1	0.011160179772237433
HNRNPUL1_2	HepG2	HNRNPUL1	2	0.0
HNRNPUL1_2	K562	HNRNPUL1	2	0.0
HNRNPUL1_3	HepG2	HNRNPUL1	3	0.0
HNRNPUL1_3	K562	HNRNPUL1	3	-0.027395462690037675
HNRNPUL1_4	HepG2	HNRNPUL1	4	0.0
HNRNPUL1_4	K562	HNRNPUL1	4	-0.040881596872762695
HNRNPUL1_5	HepG2	HNRNPUL1	5	0.0
HNRNPUL1_5	K562	HNRNPUL1	5	-0.10583478955211183
HNRNPUL1_6	HepG2	HNRNPUL1	6	0.0
HNRNPUL1_6	K562	HNRNPUL1	6	0.0
HNRNPU_1	HepG2	HNRNPU	1	0.0
HNRNPU_1	K562	HNRNPU	1	0.0
HNRNPU_2	HepG2	HNRNPU	2	0.0
HNRNPU_2	K562	HNRNPU	2	0.0
HNRNPU_3	HepG2	HNRNPU	3	0.0
HNRNPU_3	K562	HNRNPU	3	0.0
HNRNPU_4	HepG2	HNRNPU	4	0.0
HNRNPU_4	K562	HNRNPU	4	
HNRNPU_5	HepG2	HNRNPU	5	0.0
HNRNPU_5	K562	HNRNPU	5	
HNRNPU_6	HepG2	HNRNPU	6	0.0
HNRNPU_6	K562	HNRNPU	6	
IGF2BP1_1	HepG2	IGF2BP1	1	-0.3266464278925474
IGF2BP1_1	K562	IGF2BP1	1	-0.02702213335649142
IGF2BP1_2	HepG2	IGF2BP1	2	-0.06493756051427138
IGF2BP1_2	K562	IGF2BP1	2	-0.2395939573568751
IGF2BP1_3	HepG2	IGF2BP1	3	0.8597439356104453
IGF2BP1_3	K562	IGF2BP1	3	1.1926448769145663
IGF2BP1_4	HepG2	IGF2BP1	4	1.148103077511851
IGF2BP1_4	K562	IGF2BP1	4	1.327069416214112
IGF2BP1_5	HepG2	IGF2BP1	5	-0.17652001242653792
IGF2BP1_5	K562	IGF2BP1	5	-0.0459873532462721
IGF2BP1_6	HepG2	IGF2BP1	6	-0.022755199004685193
IGF2BP1_6	K562	IGF2BP1	6	-0.21962757587796258
IGF2BP2_1	K562	IGF2BP2	1	-0.08434459727881048
IGF2BP2_2	K562	IGF2BP2	2	-0.1350895962695444
IGF2BP2_3	K562	IGF2BP2	3	0.9451397269824711
IGF2BP2_4	K562	IGF2BP2	4	0.7733688309391631
IGF2BP2_5	K562	IGF2BP2	5	-0.014094020369860967
IGF2BP2_6	K562	IGF2BP2	6	-0.0695551023947121
IGF2BP3_1	HepG2	IGF2BP3	1	0.00244291413537916
IGF2BP3_2	HepG2	IGF2BP3	2	0.1362280181977395
IGF2BP3_3	HepG2	IGF2BP3	3	0.15358118449380112
IGF2BP3_4	HepG2	IGF2BP3	4	0.887169546236181
IGF2BP3_5	HepG2	IGF2BP3	5	-0.2937223626870543
IGF2BP3_6	HepG2	IGF2BP3	6	-0.01193427858396723
ILF3_1	HepG2	ILF3	1	0.0
ILF3_1	K562	ILF3	1	-0.5035103398429996
ILF3_2	HepG2	ILF3	2	0.0
ILF3_2	K562	ILF3	2	-0.04717461660424161
ILF3_3	HepG2	ILF3	3	-1.5153233591391115
ILF3_3	K562	ILF3	3	-0.3789960962391185
ILF3_4	HepG2	ILF3	4	-1.377697568673354
ILF3_4	K562	ILF3	4	-0.14013083285611608
ILF3_5	HepG2	ILF3	5	0.0
ILF3_5	K562	ILF3	5	0.0
ILF3_6	HepG2	ILF3	6	0.0
ILF3_6	K562	ILF3	6	-0.014948390440686661
KHDRBS1_1	K562	KHDRBS1	1	0.0
KHDRBS1_2	K562	KHDRBS1	2	-0.0024006066378206015
KHDRBS1_3	K562	KHDRBS1	3	-0.24731842655202615
KHDRBS1_4	K562	KHDRBS1	4	0.0
KHDRBS1_5	K562	KHDRBS1	5	0.0
KHDRBS1_6	K562	KHDRBS1	6	-0.5066466671186727
KHSRP_1	HepG2	KHSRP	1	-0.03610934436145751
KHSRP_1	K562	KHSRP	1	-0.00042035168868547964
KHSRP_2	HepG2	KHSRP	2	-0.2258413854346938
KHSRP_2	K562	KHSRP	2	-0.14216036520399566
KHSRP_3	HepG2	KHSRP	3	-0.1716258095477273
KHSRP_3	K562	KHSRP	3	0.00368755557015466
KHSRP_4	HepG2	KHSRP	4	-0.04779701965605843
KHSRP_4	K562	KHSRP	4	0.1513815404293512
KHSRP_5	HepG2	KHSRP	5	-0.36550101429274273
KHSRP_5	K562	KHSRP	5	-0.03423024814818372
KHSRP_6	HepG2	KHSRP	6	-0.030014136148768314
KHSRP_6	K562	KHSRP	6	-0.08652265865156367
LARP4_1	HepG2	LARP4	1	-0.17623196566976898
LARP4_1	K562	LARP4	1	0.05081460846526319
LARP4_2	HepG2	LARP4	2	-0.3629320982205617
LARP4_2	K562	LARP4	2	0.0
LARP4_3	HepG2	LARP4	3	0.971176111089808
LARP4_3	K562	LARP4	3	0.0
LARP4_4	HepG2	LARP4	4	1.5594355106466276
LARP4_4	K562	LARP4	4	0.0
LARP4_5	HepG2	LARP4	5	-0.17859482551254394
LARP4_5	K562	LARP4	5	0.004581832073168002
LARP4_6	HepG2	LARP4	6	-0.028513466483626706
LARP4_6	K562	LARP4	6	-0.006612156378183728
LARP7_1	HepG2	LARP7	1	0.0
LARP7_1	K562	LARP7	1	0.0
LARP7_2	HepG2	LARP7	2	0.0
LARP7_2	K562	LARP7	2	0.0
LARP7_3	HepG2	LARP7	3	0.0
LARP7_3	K562	LARP7	3	0.0
LARP7_4	HepG2	LARP7	4	0.0
LARP7_4	K562	LARP7	4	0.0
LARP7_5	HepG2	LARP7	5	0.0
LARP7_5	K562	LARP7	5	
LARP7_6	HepG2	LARP7	6	0.0
LARP7_6	K562	LARP7	6	0.0
LIN28B_1	HepG2	LIN28B	1	-0.005626003610280227
LIN28B_1	K562	LIN28B	1	-0.012502438529501626
LIN28B_2	HepG2	LIN28B	2	-0.14842075036488636
LIN28B_2	K562	LIN28B	2	0.0059238210275478695
LIN28B_3	HepG2	LIN28B	3	0.9806712504450699
LIN28B_3	K562	LIN28B	3	1.2557704557975133
LIN28B_4	HepG2	LIN28B	4	1.3907859384950905
LIN28B_4	K562	LIN28B	4	1.3286179516174859
LIN28B_5	HepG2	LIN28B	5	-0.02135435975047235
LIN28B_5	K562	LIN28B	5	-0.0010961956993411261
LIN28B_6	HepG2	LIN28B	6	0.025424864084254678
LIN28B_6	K562	LIN28B	6	-0.07755612491757459
LSM11_1	HepG2	LSM11	1	0.0
LSM11_1	K562	LSM11	1	-0.003443441025195942
LSM11_2	HepG2	LSM11	2	0.0
LSM11_2	K562	LSM11	2	-0.0016842107450101037
LSM11_3	HepG2	LSM11	3	-0.009497057770191589
LSM11_3	K562	LSM11	3	-0.004868612710635304
LSM11_4	HepG2	LSM11	4	0.0
LSM11_4	K562	LSM11	4	-0.005042550279597793
LSM11_5	HepG2	LSM11	5	-0.000805574505037143
LSM11_5	K562	LSM11	5	-0.02921339775452316
LSM11_6	HepG2	LSM11	6	0.0026667155652036526
LSM11_6	K562	LSM11	6	-0.03490099592814572
MATR3_1	HepG2	MATR3	1	0.0
MATR3_1	K562	MATR3	1	0.0
MATR3_2	HepG2	MATR3	2	0.0
MATR3_2	K562	MATR3	2	0.0
MATR3_3	HepG2	MATR3	3	-0.5042465166612105
MATR3_3	K562	MATR3	3	-0.6468110962493999
MATR3_4	HepG2	MATR3	4	0.0
MATR3_4	K562	MATR3	4	-0.0001293203847927867
MATR3_5	HepG2	MATR3	5	0.0
MATR3_5	K562	MATR3	5	0.0
MATR3_6	HepG2	MATR3	6	0.0
MATR3_6	K562	MATR3	6	0.0
MBNL1_1	K562	MBNL1	1	-0.05077644218941649
MBNL1_2	K562	MBNL1	2	0.001098546693389869
MBNL1_3	K562	MBNL1	3	0.002225765694920729
MBNL1_4	K562	MBNL1	4	0.0
MBNL1_5	K562	MBNL1	5	-0.03370805665603072
MBNL1_6	K562	MBNL1	6	-0.23096993484635478
METAP2_1	K562	METAP2	1	-0.008666694030273014
METAP2_2	K562	METAP2	2	-0.04054026083571978
METAP2_3	K562	METAP2	3	0.5043971938714342
METAP2_4	K562	METAP2	4	0.7781316363450252
METAP2_5	K562	METAP2	5	-0.1477486655921588
METAP2_6	K562	METAP2	6	-0.3363676035380536
METTL1_1	K562	METTL1	1	0.0
METTL1_2	K562	METTL1	2	0.0
METTL1_3	K562	METTL1	3	0.0
METTL1_4	K562	METTL1	4	
METTL1_5	K562	METTL1	5	-0.011408397611780351
METTL1_6	K562	METTL1	6	0.0018708793239235748
MORC2_1	K562	MORC2	1	-0.00010891348130864467
MORC2_2	K562	MORC2	2	0.29334996057408197
MORC2_3	K562	MORC2	3	-0.0598676057009817
MORC2_4	K562	MORC2	4	0.0
MORC2_5	K562	MORC2	5	0.0
MORC2_6	K562	MORC2	6	0.04446739483286034
MTPAP_1	K562	MTPAP	1	-0.0006949540582201121
MTPAP_2	K562	MTPAP	2	-0.017569894363362516
MTPAP_3	K562	MTPAP	3	0.007231144131215057
MTPAP_4	K562	MTPAP	4	-0.0029307807980258945
MTPAP_5	K562	MTPAP	5	-0.03366677107879464
MTPAP_6	K562	MTPAP	6	-0.0023955764478939125
NCBP2_1	HepG2	NCBP2	1	-0.06858837362923383
NCBP2_1	K562	NCBP2	1	-0.05987396959640216
NCBP2_2	HepG2	NCBP2	2	-0.29049937538858317
NCBP2_2	K562	NCBP2	2	-0.00553317645785381
NCBP2_3	HepG2	NCBP2	3	0.947358745499514
NCBP2_3	K562	NCBP2	3	0.0
NCBP2_4	HepG2	NCBP2	4	-0.007601216494993761
NCBP2_4	K562	NCBP2	4	-0.012462431113909251
NCBP2_5	HepG2	NCBP2	5	-1.4932751394154733
NCBP2_5	K562	NCBP2	5	-0.00650434129146932
NCBP2_6	HepG2	NCBP2	6	-0.45124568391327907
NCBP2_6	K562	NCBP2	6	0.0
NIP7_1	HepG2	NIP7	1	0.0
NIP7_2	HepG2	NIP7	2	0.07925285792058231
NIP7_3	HepG2	NIP7	3	0.0
NIP7_4	HepG2	NIP7	4	0.0
NIP7_5	HepG2	NIP7	5	0.0
NIP7_6	HepG2	NIP7	6	0.0
NIPBL_1	K562	NIPBL	1	0.001882304843717263
NIPBL_2	K562	NIPBL	2	-0.00016078374233029807
NIPBL_3	K562	NIPBL	3	0.0
NIPBL_4	K562	NIPBL	4	-0.09440287923195748
NIPBL_5	K562	NIPBL	5	-0.052362326859974835
NIPBL_6	K562	NIPBL	6	-0.009844800962408291
NKRF_1	HepG2	NKRF	1	0.0
NKRF_2	HepG2	NKRF	2	-0.1472831487942167
NKRF_3	HepG2	NKRF	3	-1.057706284625777
NKRF_4	HepG2	NKRF	4	-0.23405571968842906
NKRF_5	HepG2	NKRF	5	0.0
NKRF_6	HepG2	NKRF	6	0.0
NOL12_1	HepG2	NOL12	1	0.0
NOL12_2	HepG2	NOL12	2	0.0
NOL12_3	HepG2	NOL12	3	0.0
NOL12_4	HepG2	NOL12	4	0.0
NOL12_5	HepG2	NOL12	5	-0.056949799626119554
NOL12_6	HepG2	NOL12	6	0.0
NOLC1_1	HepG2	NOLC1	1	-0.004445072728205661
NOLC1_1	K562	NOLC1	1	0.34351880020138736
NOLC1_2	HepG2	NOLC1	2	0.06153742737870233
NOLC1_2	K562	NOLC1	2	-0.0060419197576745435
NOLC1_3	HepG2	NOLC1	3	-0.016737103485369356
NOLC1_3	K562	NOLC1	3	-0.025762911975107272
NOLC1_4	HepG2	NOLC1	4	-0.13334912900943213
NOLC1_4	K562	NOLC1	4	0.004740985662908151
NOLC1_5	HepG2	NOLC1	5	0.00016977364276078382
NOLC1_5	K562	NOLC1	5	0.18162964622532107
NOLC1_6	HepG2	NOLC1	6	0.0
NOLC1_6	K562	NOLC1	6	-0.01794449904428643
NONO_1	K562	NONO	1	0.0055919363536398176
NONO_2	K562	NONO	2	-0.018036472636943416
NONO_3	K562	NONO	3	-0.6513001186728645
NONO_4	K562	NONO	4	-0.47895856515553276
NONO_5	K562	NONO	5	-0.002527810385172149
NONO_6	K562	NONO	6	0.006856179361210565
NPM1_1	K562	NPM1	1	0.0
NPM1_2	K562	NPM1	2	0.0
NPM1_3	K562	NPM1	3	0.0
NPM1_4	K562	NPM1	4	0.0
NPM1_5	K562	NPM1	5	0.0
NPM1_6	K562	NPM1	6	0.0
NSUN2_1	HepG2	NSUN2	1	0.0
NSUN2_1	K562	NSUN2	1	0.0
NSUN2_2	HepG2	NSUN2	2	0.0
NSUN2_2	K562	NSUN2	2	0.0
NSUN2_3	HepG2	NSUN2	3	0.0
NSUN2_3	K562	NSUN2	3	0.0
NSUN2_4	HepG2	NSUN2	4	0.0
NSUN2_4	K562	NSUN2	4	0.0
NSUN2_5	HepG2	NSUN2	5	0.0
NSUN2_5	K562	NSUN2	5	0.0
NSUN2_6	HepG2	NSUN2	6	0.0
NSUN2_6	K562	NSUN2	6	0.0
PABPC4_1	K562	PABPC4	1	-0.061986012869170465
PABPC4_2	K562	PABPC4	2	-0.4624639812603221
PABPC4_3	K562	PABPC4	3	0.7124042585378524
PABPC4_4	K562	PABPC4	4	0.9297338086697791
PABPC4_5	K562	PABPC4	5	-0.23049394378369634
PABPC4_6	K562	PABPC4	6	-0.056170883701667104
PABPN1_1	HepG2	PABPN1	1	0.0038553998699989637
PABPN1_2	HepG2	PABPN1	2	0.004145660448238653
PABPN1_3	HepG2	PABPN1	3	0.6054323208877134
PABPN1_4	HepG2	PABPN1	4	0.6488365652490587
PABPN1_5	HepG2	PABPN1	5	-0.02354973547144742
PABPN1_6	HepG2	PABPN1	6	-0.022768002507954563
PCBP1_1	HepG2	PCBP1	1	0.3804266020532482
PCBP1_1	K562	PCBP1	1	-0.043202793318312616
PCBP1_2	HepG2	PCBP1	2	-0.267819833849113
PCBP1_2	K562	PCBP1	2	-0.034580681373610714
PCBP1_3	HepG2	PCBP1	3	-0.012629947657045056
PCBP1_3	K562	PCBP1	3	-0.00029679822745604047
PCBP1_4	HepG2	PCBP1	4	-0.005292934413875229
PCBP1_4	K562	PCBP1	4	-0.0052566429592470505
PCBP1_5	HepG2	PCBP1	5	-0.004493835720693435
PCBP1_5	K562	PCBP1	5	-0.0046672455169971695
PCBP1_6	HepG2	PCBP1	6	-0.5536637778160373
PCBP1_6	K562	PCBP1	6	-0.4284480643537846
PCBP2_1	HepG2	PCBP2	1	-0.000606882527069208
PCBP2_2	HepG2	PCBP2	2	-0.16203465616493018
PCBP2_3	HepG2	PCBP2	3	0.0031926557578002444
PCBP2_4	HepG2	PCBP2	4	0.026641962961589556
PCBP2_5	HepG2	PCBP2	5	0.0055705078421934475
PCBP2_6	HepG2	PCBP2	6	-0.007364509469499031
PHF6_1	K562	PHF6	1	-0.016234439876199692
PHF6_2	K562	PHF6	2	0.06562091237261095
PHF6_3	K562	PHF6	3	-0.022264026414620622
PHF6_4	K562	PHF6	4	0.0
PHF6_5	K562	PHF6	5	0.015366731786343735
PHF6_6	K562	PHF6	6	0.0
POLR2G_1	HepG2	POLR2G	1	0.0
POLR2G_2	HepG2	POLR2G	2	
POLR2G_3	HepG2	POLR2G	3	
POLR2G_4	HepG2	POLR2G	4	
POLR2G_5	HepG2	POLR2G	5	0.0
POLR2G_6	HepG2	POLR2G	6	
PPIG_1	HepG2	PPIG	1	-0.010337469282631708
PPIG_2	HepG2	PPIG	2	-0.1393693081043386
PPIG_3	HepG2	PPIG	3	0.7628342412092607
PPIG_4	HepG2	PPIG	4	1.044047928691028
PPIG_5	HepG2	PPIG	5	-0.025497472418978005
PPIG_6	HepG2	PPIG	6	0.022749750052939523
PPIL4_1	K562	PPIL4	1	0.0
PPIL4_2	K562	PPIL4	2	0.0
PPIL4_3	K562	PPIL4	3	0.0
PPIL4_4	K562	PPIL4	4	0.0
PPIL4_5	K562	PPIL4	5	0.0
PPIL4_6	K562	PPIL4	6	0.0
PRPF4_1	HepG2	PRPF4	1	0.014659764413633111
PRPF4_2	HepG2	PRPF4	2	-0.15339029112358946
PRPF4_3	HepG2	PRPF4	3	-0.030492855880687494
PRPF4_4	HepG2	PRPF4	4	-0.033822121018871526
PRPF4_5	HepG2	PRPF4	5	0.049606692433805465
PRPF4_6	HepG2	PRPF4	6	0.021050065058957124
PRPF8_1	HepG2	PRPF8	1	-0.12938955901221139
PRPF8_1	K562	PRPF8	1	0.16142586652342258
PRPF8_2	HepG2	PRPF8	2	-0.14982125711349079
PRPF8_2	K562	PRPF8	2	-0.1606228629858343
PRPF8_3	HepG2	PRPF8	3	0.2458134827643297
PRPF8_3	K562	PRPF8	3	-0.4784785493146695
PRPF8_4	HepG2	PRPF8	4	1.0995897425831629
PRPF8_4	K562	PRPF8	4	0.8979943622722161
PRPF8_5	HepG2	PRPF8	5	-0.023749302736783308
PRPF8_5	K562	PRPF8	5	0.047441809656199985
PRPF8_6	HepG2	PRPF8	6	-0.034990140001433134
PRPF8_6	K562	PRPF8	6	-0.006823701202160568
PTBP1_1	HepG2	PTBP1	1	0.12147083935598212
PTBP1_1	K562	PTBP1	1	-0.01137848699273008
PTBP1_2	HepG2	PTBP1	2	-0.10976131981930014
PTBP1_2	K562	PTBP1	2	-0.0010027607481556526
PTBP1_3	HepG2	PTBP1	3	-0.4379754066956382
PTBP1_3	K562	PTBP1	3	-0.21217323267552315
PTBP1_4	HepG2	PTBP1	4	-0.2341511780168952
PTBP1_4	K562	PTBP1	4	-4.534610265588098e-05
PTBP1_5	HepG2	PTBP1	5	-0.00693425255587905
PTBP1_5	K562	PTBP1	5	-0.008327426998965659
PTBP1_6	HepG2	PTBP1	6	-0.03896102811348565
PTBP1_6	K562	PTBP1	6	-0.015894119889776716
PUM1_1	K562	PUM1	1	-0.0024220942477631664
PUM1_2	K562	PUM1	2	-0.034474359916033856
PUM1_3	K562	PUM1	3	0.20677248745996032
PUM1_4	K562	PUM1	4	0.09687059976563406
PUM1_5	K562	PUM1	5	-0.04015934753803319
PUM1_6	K562	PUM1	6	-0.1275519491347846
PUM2_1	K562	PUM2	1	-0.2651178375551743
PUM2_2	K562	PUM2	2	-0.002582563619220209
PUM2_3	K562	PUM2	3	0.8777627036926594
PUM2_4	K562	PUM2	4	0.9882702309872218
PUM2_5	K562	PUM2	5	0.06194485031623678
PUM2_6	K562	PUM2	6	0.044592991092242386
PUS1_1	K562	PUS1	1	0.0
PUS1_2	K562	PUS1	2	
PUS1_3	K562	PUS1	3	
PUS1_4	K562	PUS1	4	
PUS1_5	K562	PUS1	5	
PUS1_6	K562	PUS1	6	
QKI_1	HepG2	QKI	1	0.8017820621126532
QKI_1	K562	QKI	1	-0.0963961287658401
QKI_2	HepG2	QKI	2	0.0
QKI_2	K562	QKI	2	-0.0035320027828822996
QKI_3	HepG2	QKI	3	-0.441306562409248
QKI_3	K562	QKI	3	-0.3679326140078517
QKI_4	HepG2	QKI	4	-0.9196330877499278
QKI_4	K562	QKI	4	7.562450830183595e-06
QKI_5	HepG2	QKI	5	-0.22177284799527142
QKI_5	K562	QKI	5	-0.06308930455729618
QKI_6	HepG2	QKI	6	-0.2350963988950943
QKI_6	K562	QKI	6	-0.0006936513024330078
RBFOX2_1	HepG2	RBFOX2	1	-0.011738591553621799
RBFOX2_1	K562	RBFOX2	1	-0.0025166808143084816
RBFOX2_2	HepG2	RBFOX2	2	0.01204126389942771
RBFOX2_2	K562	RBFOX2	2	-0.058746104441611824
RBFOX2_3	HepG2	RBFOX2	3	-0.01692564703874002
RBFOX2_3	K562	RBFOX2	3	-0.20685100848805438
RBFOX2_4	HepG2	RBFOX2	4	-0.40695622527141817
RBFOX2_4	K562	RBFOX2	4	-0.09069116855827827
RBFOX2_5	HepG2	RBFOX2	5	-0.05898380702428008
RBFOX2_5	K562	RBFOX2	5	-0.03121818992383119
RBFOX2_6	HepG2	RBFOX2	6	-0.0020641772511632954
RBFOX2_6	K562	RBFOX2	6	-0.03508916179664799
RBM15_1	HepG2	RBM15	1	0.0
RBM15_1	K562	RBM15	1	-0.22398241204067923
RBM15_2	HepG2	RBM15	2	-0.22453615615986997
RBM15_2	K562	RBM15	2	-0.01859073380919654
RBM15_3	HepG2	RBM15	3	0.041849808006064734
RBM15_3	K562	RBM15	3	0.023585840953184115
RBM15_4	HepG2	RBM15	4	0.0
RBM15_4	K562	RBM15	4	0.25910426623931526
RBM15_5	HepG2	RBM15	5	-0.028139629581041648
RBM15_5	K562	RBM15	5	0.020454363336248605
RBM15_6	HepG2	RBM15	6	-0.20644444545952853
RBM15_6	K562	RBM15	6	-0.21052333752218055
RBM22_1	HepG2	RBM22	1	-0.584217021972435
RBM22_1	K562	RBM22	1	0.0
RBM22_2	HepG2	RBM22	2	-0.365153846853919
RBM22_2	K562	RBM22	2	-0.4014310154366737
RBM22_3	HepG2	RBM22	3	-0.6435788577916671
RBM22_3	K562	RBM22	3	-0.10518891339443522
RBM22_4	HepG2	RBM22	4	0.587773087848174
RBM22_4	K562	RBM22	4	0.3962120583470059
RBM22_5	HepG2	RBM22	5	0.0
RBM22_5	K562	RBM22	5	0.0
RBM22_6	HepG2	RBM22	6	-0.043746557363572434
RBM22_6	K562	RBM22	6	-0.03257173753644562
RBM5_1	HepG2	RBM5	1	-0.005644773701505707
RBM5_2	HepG2	RBM5	2	0.0
RBM5_3	HepG2	RBM5	3	0.4885937508271665
RBM5_4	HepG2	RBM5	4	-0.013898467503114758
RBM5_5	HepG2	RBM5	5	-0.01831395105009385
RBM5_6	HepG2	RBM5	6	0.0
RNF187_1	K562	RNF187	1	0.0
RNF187_2	K562	RNF187	2	0.0
RNF187_3	K562	RNF187	3	0.0
RNF187_4	K562	RNF187	4	0.0
RNF187_5	K562	RNF187	5	0.0
RNF187_6	K562	RNF187	6	-0.020521387096475035
RPS10_1	K562	RPS10	1	0.0
RPS10_2	K562	RPS10	2	-3.9649646986505473e-05
RPS10_3	K562	RPS10	3	
RPS10_4	K562	RPS10	4	0.0
RPS10_5	K562	RPS10	5	
RPS10_6	K562	RPS10	6	0.0
RPS11_1	K562	RPS11	1	0.0
RPS11_2	K562	RPS11	2	0.0
RPS11_3	K562	RPS11	3	
RPS11_4	K562	RPS11	4	
RPS11_5	K562	RPS11	5	
RPS11_6	K562	RPS11	6	
RPS3_1	HepG2	RPS3	1	0.02634589368015876
RPS3_1	K562	RPS3	1	-0.03510930187511282
RPS3_2	HepG2	RPS3	2	-0.130855817091778
RPS3_2	K562	RPS3	2	-0.014368232648426483
RPS3_3	HepG2	RPS3	3	0.57730466297125
RPS3_3	K562	RPS3	3	1.3167967574694215
RPS3_4	HepG2	RPS3	4	0.6561394006900879
RPS3_4	K562	RPS3	4	0.8966935439956673
RPS3_5	HepG2	RPS3	5	-0.23148334448143443
RPS3_5	K562	RPS3	5	-0.037631698163340714
RPS3_6	HepG2	RPS3	6	-0.26650622461111945
RPS3_6	K562	RPS3	6	-0.2966334413231972
RPS6_1	K562	RPS6	1	0.0
RPS6_2	K562	RPS6	2	-0.010324633015701565
RPS6_3	K562	RPS6	3	0.0
RPS6_4	K562	RPS6	4	0.0
RPS6_5	K562	RPS6	5	-0.002148629661900012
RPS6_6	K562	RPS6	6	-0.1206531809821884
RYBP_1	K562	RYBP	1	
RYBP_2	K562	RYBP	2	0.0
RYBP_3	K562	RYBP	3	
RYBP_4	K562	RYBP	4	0.0
RYBP_5	K562	RYBP	5	0.0
RYBP_6	K562	RYBP	6	0.0
SAFB2_1	K562	SAFB2	1	0.0
SAFB2_2	K562	SAFB2	2	0.0
SAFB2_3	K562	SAFB2	3	-1.0835698246955872
SAFB2_4	K562	SAFB2	4	-0.0033772741399593215
SAFB2_5	K562	SAFB2	5	-0.16020164442689797
SAFB2_6	K562	SAFB2	6	2.0916064292109127e-05
SAFB_1	HepG2	SAFB	1	0.0
SAFB_1	K562	SAFB	1	0.0
SAFB_2	HepG2	SAFB	2	0.0
SAFB_2	K562	SAFB	2	0.0
SAFB_3	HepG2	SAFB	3	0.0
SAFB_3	K562	SAFB	3	-2.283453627636558
SAFB_4	HepG2	SAFB	4	
SAFB_4	K562	SAFB	4	0.0005777887440155445
SAFB_5	HepG2	SAFB	5	
SAFB_5	K562	SAFB	5	0.0
