ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
37575	"ENSG00000078898.6"	"BPIFB2"	chr20	+	31596005	31596184	31595405	31595566	31596346	31596489	37575	33,21	301,345	18,46	72,153	197	99	5.68052511696e-08	0.000256630632443	0.052,0.03	0.112,0.131	-0.081
29831	"ENSG00000138030.8"	"KHK"	chr2	+	27315199	27315316	27309661	27310219	27319596	27319669	29831	123,149	9,15	39,88	14,38	197	99	6.52983673799e-08	0.000270416863912	0.873,0.833	0.583,0.538	0.292
11461	"ENSG00000104852.10"	"SNRNP70"	chr19	+	49605370	49605430	49604646	49604728	49607890	49607992	11461	56,62	191,279	22,76	328,647	158	99	1.36053495692e-07	0.000520090651416	0.155,0.122	0.04,0.069	0.084
216	"ENSG00000010244.12"	"ZNF207"	chr17	+	30693683	30693776	30692348	30692506	30694790	30694962	216	390,367	283,325	256,628	423,890	191	99	2.28524334456e-07	0.000811179771485	0.417,0.369	0.239,0.268	0.14
6189	"ENSG00000071054.11"	"MAP4K4"	chr2	+	102480282	102480513	102476197	102476326	102481391	102481498	6189	45,51	164,248	83,182	171,310	197	99	8.17947733434e-07	0.00270986084087	0.121,0.094	0.196,0.228	-0.105
37553	"ENSG00000078898.6"	"BPIFB2"	chr20	+	31596005	31596179	31595405	31595566	31596346	31596489	37553	31,18	301,345	18,36	72,153	197	99	8.8352649219e-07	0.00274417806434	0.049,0.026	0.112,0.106	-0.072
48812	"ENSG00000180210.10"	"F2"	chr11	+	46750929	46751003	46750270	46750387	46760597	46760668	48812	598,776	25,39	372,781	40,94	172	99	1.04596033523e-06	0.00305758816819	0.932,0.92	0.843,0.827	0.091
48799	"ENSG00000180210.10"	"F2"	chr11	+	46750929	46751111	46750213	46750387	46760597	46760668	48799	1158,1571	25,39	766,1599	40,94	197	99	1.97470222818e-06	0.00545182373497	0.959,0.953	0.906,0.895	0.055
35423	"ENSG00000150540.9"	"HNMT"	chr2	+	138724666	138724956	138722048	138722198	138727734	138727787	35423	428,354	636,831	166,279	508,1078	197	99	2.30944472868e-06	0.00549501954428	0.253,0.176	0.141,0.115	0.086
51760	"ENSG00000171603.12"	"CLSTN1"	chr1	-	9797555	9797612	9795942	9796100	9801151	9801314	51760	15,22	110,152	37,99	90,242	155	99	2.26775084744e-06	0.00549501954428	0.08,0.085	0.208,0.207	-0.125
65161	"ENSG00000112081.12"	"SRSF3"	chr6	+	36567597	36568053	36566625	36566760	36568928	36568967	65161	121,131	346,414	85,193	533,1079	197	99	2.322072853e-06	0.00549501954428	0.149,0.137	0.074,0.082	0.065
45182	"ENSG00000117335.14"	"CD46"	chr1	+	207963597	207963690	207958963	207959027	207966863	207968858	45182	96,141	207,299	169,407	198,425	191	99	2.45586941661e-06	0.00554747412084	0.194,0.196	0.307,0.332	-0.124
36517	"ENSG00000164054.11"	"SHISA5"	chr3	-	48514418	48514511	48510063	48511242	48514842	48514941	36517	212,182	99,86	177,351	44,55	191	99	2.62632344217e-06	0.00567457145472	0.526,0.523	0.676,0.768	-0.198
36667	"ENSG00000145782.8"	"ATG12"	chr5	-	115176193	115176309	115173324	115173461	115177086	115177534	36667	19,27	104,111	4,22	123,302	197	99	4.57674767185e-06	0.00947672814802	0.084,0.109	0.016,0.035	0.071
27628	"ENSG00000221995.4"	"TIAF1"	chr17	-	27412621	27412666	27409333	27409456	27413455	27413595	27628	38,72	40,55	84,154	19,54	143	99	7.68519146499e-06	0.0152766235941	0.397,0.475	0.754,0.664	-0.273
57286	"ENSG00000178026.8"	"FAM211B"	chr22	-	24985123	24985361	24984181	24984297	24985788	24985917	57286	12,13	22,23	1,3	27,47	197	99	9.47762249448e-06	0.0181150173024	0.215,0.221	0.018,0.031	0.194
37574	"ENSG00000078898.6"	"BPIFB2"	chr20	+	31606827	31606921	31606442	31606628	31607385	31607556	37574	1292,1390	143,150	260,634	59,123	192	99	1.17748939827e-05	0.0214613061375	0.823,0.827	0.694,0.727	0.115
43406	"ENSG00000103335.15"	"PIEZO1"	chr16	-	88783944	88784023	88783430	88783619	88785981	88786129	43406	2,12	131,116	19,50	92,220	177	99	1.22382201497e-05	0.0214613061375	0.008,0.055	0.104,0.113	-0.077
70687	"ENSG00000107651.8"	"SEC23IP"	chr10	+	121689118	121689274	121685547	121685739	121689840	121689943	70687	49,68	4,6	106,204	0,0	197	99	1.25239536772e-05	0.0214613061375	0.86,0.851	1.0,1.0	-0.145
38129	"ENSG00000110172.7"	"CHORDC1"	chr11	-	89939915	89939978	89939369	89939440	89943703	89943762	38129	7,13	23,47	3,11	78,172	161	99	1.81380193022e-05	0.0300456289741	0.158,0.145	0.023,0.038	0.121
2829	"ENSG00000159023.14"	"EPB41"	chr1	+	29386933	29386996	29379615	29379824	29391493	29391670	2829	39,28	29,36	64,161	18,49	161	99	2.15502534632e-05	0.0328661597909	0.453,0.324	0.686,0.669	-0.289
33621	"ENSG00000116001.11"	"TIA1"	chr2	-	70452596	70452700	70451676	70451761	70454866	70454954	33621	14,20	54,66	4,8	63,131	197	99	2.24117225043e-05	0.0328661597909	0.115,0.132	0.031,0.03	0.093
37587	"ENSG00000078898.6"	"BPIFB2"	chr20	+	31606867	31606921	31606442	31606628	31607385	31607556	37587	1520,1660	143,150	318,769	59,123	152	99	2.24861541984e-05	0.0328661597909	0.874,0.878	0.778,0.803	0.086
48811	"ENSG00000180210.10"	"F2"	chr11	+	46751019	46751111	46750213	46750387	46760597	46760668	48811	426,597	25,39	322,633	40,94	190	99	2.1759748408e-05	0.0328661597909	0.899,0.889	0.807,0.778	0.102
54777	"ENSG00000141485.11"	"SLC13A5"	chr17	-	6590859	6590985	6588031	6589657	6594097	6594203	54777	644,535	34,52	79,245	12,46	197	99	2.9640957116e-05	0.0420859246823	0.905,0.838	0.768,0.728	0.123
35474	"ENSG00000157045.4"	"NTAN1"	chr16	-	15141853	15141956	15141711	15141777	15149747	15149921	35474	128,137	28,22	144,337	10,21	197	99	4.13079458668e-05	0.0540210097329	0.697,0.758	0.879,0.89	-0.157
48807	"ENSG00000180210.10"	"F2"	chr11	+	46751029	46751111	46750213	46750387	46760597	46760668	48807	391,557	25,39	310,596	40,94	180	99	4.08000180344e-05	0.0540210097329	0.896,0.887	0.81,0.777	0.098
56481	"ENSG00000126218.7"	"F10"	chr13	+	113778258	113778402	113777151	113777239	113783765	113783926	56481	86,84	339,329	17,25	123,272	197	99	4.00468363602e-05	0.0540210097329	0.113,0.114	0.065,0.044	0.059
14548	"ENSG00000092841.14"	"MYL6"	chr12	+	56554409	56554454	56554026	56554104	56555170	56555371	14548	66,100	513,608	90,242	343,893	143	99	4.45172748673e-05	0.0547097986517	0.082,0.102	0.154,0.158	-0.064
21759	"ENSG00000163029.11"	"SMC6"	chr2	-	17894651	17894847	17889905	17890020	17896127	17896144	21759	5,12	19,17	4,7	49,102	197	99	4.4759277074e-05	0.0547097986517	0.117,0.262	0.039,0.033	0.153
32831	"ENSG00000154380.12"	"ENAH"	chr1	-	225692692	225692755	225688693	225688772	225695652	225695719	32831	92,124	54,71	115,264	126,311	161	99	4.51373728689e-05	0.0547097986517	0.512,0.518	0.359,0.343	0.164
44631	"ENSG00000116161.13"	"CACYBP"	chr1	+	174969224	174969331	174968570	174968825	174973749	174973886	44631	82,134	13,13	178,348	3,13	197	99	5.29005881035e-05	0.0625927315667	0.76,0.838	0.968,0.931	-0.151
41179	"ENSG00000259522.1"	"RP11-468E2.2"	chr14	-	24651997	24652048	24651483	24651609	24652181	24652375	41179	175,221	4,8	240,548	0,0	149	99	5.89152578057e-05	0.0680882264338	0.967,0.948	1.0,1.0	-0.042
54792	"ENSG00000141485.11"	"SLC13A5"	chr17	-	6590847	6590985	6588031	6589657	6594097	6594259	54792	914,768	34,52	122,367	12,46	197	99	6.1480229403e-05	0.0694377272769	0.931,0.881	0.836,0.8	0.088
33310	"ENSG00000166579.11"	"NDEL1"	chr17	+	8347244	8347494	8339239	8339363	8347577	8347675	33310	11,9	47,54	3,2	64,115	197	99	6.42346892242e-05	0.0709365084666	0.105,0.077	0.023,0.009	0.075
8225	"ENSG00000104067.12"	"TJP1"	chr15	-	30011980	30012220	30010469	30011342	30012561	30012912	8225	71,92	21,49	36,108	49,115	197	99	7.09836650306e-05	0.0766855050803	0.63,0.485	0.27,0.321	0.262
7547	"ENSG00000012171.13"	"SEMA3B"	chr3	+	50312732	50312890	50312442	50312484	50312990	50313046	7547	74,127	1,10	83,146	15,39	197	99	7.29526790547e-05	0.0771358167154	0.974,0.865	0.735,0.653	0.226
25779	"ENSG00000105223.14"	"PLD3"	chr19	+	40871459	40871492	40854610	40854675	40872325	40872417	25779	8,11	69,72	14,31	37,57	131	99	7.85156108108e-05	0.0812881933176	0.081,0.104	0.222,0.291	-0.164
1431	"ENSG00000131781.8"	"FMO5"	chr1	-	146687311	146687512	146684874	146685037	146696486	146696901	1431	587,618	3,1	156,372	3,11	197	99	9.03916290572e-05	0.0906086910253	0.99,0.997	0.963,0.944	0.04
44813	"ENSG00000130723.13"	"PRRC2B"	chr9	+	134361867	134361928	134361471	134361569	134362553	134362681	44813	1,4	114,143	11,17	73,159	159	99	9.11647962826e-05	0.0906086910253	0.005,0.017	0.086,0.062	-0.063
35099	"ENSG00000187555.10"	"USP7"	chr16	-	9023225	9023400	9017071	9017270	9024149	9024254	35099	19,27	243,243	7,16	199,523	197	99	0.000102085965997	0.0928855302226	0.038,0.053	0.017,0.015	0.029
4920	"ENSG00000198300.8"	"PEG3"	chr19	-	57337755	57337831	57335653	57335795	57347385	57347472	4920	193,188	191,204	147,439	101,217	174	99	0.000103153275788	0.0928855302226	0.365,0.344	0.453,0.535	-0.14
58508	"ENSG00000064115.6"	"TM7SF3"	chr12	-	27129192	27129290	27128509	27128591	27132716	27132869	58508	174,216	13,9	169,540	3,5	196	99	0.000102321778145	0.0928855302226	0.871,0.924	0.966,0.982	-0.077
59562	"ENSG00000198814.8"	"GK"	chrX	+	30715848	30715866	30714733	30714800	30718530	30718566	59562	6,14	299,333	14,44	169,441	116	99	9.64228654614e-05	0.0928855302226	0.017,0.035	0.066,0.078	-0.046
8922	"ENSG00000166833.15"	"NAV2"	chr11	+	20078075	20078174	20077314	20077503	20083852	20083905	8922	2,1	44,65	12,17	39,80	197	99	0.000104670282573	0.0928855302226	0.022,0.008	0.134,0.096	-0.1
9052	"ENSG00000138326.14"	"RPS24"	chr10	+	79799958	79799983	79796969	79797062	79800372	79800505	9052	284,462	577,874	183,492	614,1453	123	99	0.000103441951531	0.0928855302226	0.284,0.298	0.193,0.214	0.087
17497	"ENSG00000169180.7"	"XPO6"	chr16	-	28192261	28192352	28188540	28188653	28222686	28223190	17497	115,101	12,15	131,321	4,11	189	99	0.00011315056669	0.0986494282747	0.834,0.779	0.945,0.939	-0.135
59389	"ENSG00000241468.3"	"ATP5J2"	chr7	-	99056821	99056886	99055931	99055978	99057708	99057846	59389	815,835	129,103	895,1874	68,159	163	99	0.000115556132741	0.0990096899408	0.793,0.831	0.889,0.877	-0.071
11099	"ENSG00000099308.6"	"MAST3"	chr19	+	18232916	18232937	18232659	18232732	18233482	18233561	11099	19,14	23,23	0,0	14,15	119	99	0.000124425357686	0.0997759264438	0.407,0.336	0.0,0.0	0.371
37045	"ENSG00000100991.7"	"TRPC4AP"	chr20	-	33600400	33600588	33597989	33598091	33600810	33600869	37045	12,20	232,310	4,8	291,489	197	99	0.000124481485854	0.0997759264438	0.025,0.031	0.007,0.008	0.021
40050	"ENSG00000243955.1"	"GSTA1"	chr6	-	52660979	52661112	52658922	52659064	52662383	52662435	40050	678,794	2,1	39,76	2,2	197	99	0.000119375612269	0.0997759264438	0.994,0.998	0.907,0.95	0.068
40434	"ENSG00000160752.10"	"FDPS"	chr1	+	155279579	155279756	155278642	155278756	155279833	155279996	40434	49,91	227,233	15,49	135,313	197	99	0.000120639953967	0.0997759264438	0.098,0.164	0.053,0.073	0.068
23613	"ENSG00000110245.7"	"APOC3"	chr11	+	116701270	116701353	116700607	116700656	116701488	116701612	23613	8145,6696	47,37	723,1502	8,23	181	99	0.000136708623632	0.106152110178	0.99,0.99	0.98,0.973	0.014
23616	"ENSG00000110245.7"	"APOC3"	chr11	+	116701208	116701353	116700630	116700656	116701488	116701612	23616	8145,6697	47,37	723,1501	8,23	197	99	0.000134813827061	0.106152110178	0.989,0.989	0.978,0.97	0.015
1428	"ENSG00000131781.8"	"FMO5"	chr1	-	146687323	146687512	146684874	146685037	146696486	146696658	1428	737,780	3,1	197,479	3,11	197	99	0.000139777762467	0.106865475474	0.992,0.997	0.971,0.956	0.031
20708	"ENSG00000138674.12"	"SEC31A"	chr4	-	83752089	83752128	83750152	83750211	83765538	83765613	20708	122,118	18,9	42,124	13,41	137	99	0.000145313605793	0.107781487162	0.83,0.905	0.7,0.686	0.174
3975	"ENSG00000159459.7"	"UBR1"	chr15	-	43384158	43384278	43378181	43378438	43398139	43398305	3975	3,5	20,28	0,0	40,85	197	99	0.000143791546395	0.107781487162	0.07,0.082	0.0,0.0	0.076
6705	"ENSG00000107679.10"	"PLEKHA1"	chr10	+	124187791	124187862	124186457	124186547	124189139	124191866	6705	33,23	53,60	43,77	39,56	169	99	0.0001509863681	0.11034217004	0.267,0.183	0.392,0.446	-0.194
65275	"ENSG00000075151.15"	"EIF4G3"	chr1	-	21327691	21327805	21307540	21307720	21329205	21329301	65275	11,6	59,36	2,3	57,131	197	99	0.00015704311586	0.113105183227	0.086,0.077	0.017,0.011	0.067
55483	"ENSG00000123136.10"	"DDX39A"	chr19	-	14521359	14521417	14520584	14521146	14521800	14521984	55483	6,10	31,47	2,4	54,128	156	99	0.000167506183624	0.117242532327	0.109,0.119	0.023,0.019	0.093
62185	"ENSG00000148110.11"	"HIATL1"	chr9	+	97203266	97203381	97200682	97200810	97207245	97207464	62185	83,76	4,6	84,210	0,0	197	99	0.000166296849739	0.117242532327	0.912,0.864	1.0,1.0	-0.112
1977	"ENSG00000122591.7"	"FAM126A"	chr7	-	22986651	22986866	22985601	22985782	22999874	23000034	1977	30,39	21,26	8,37	32,61	197	99	0.000170977691551	0.118010227523	0.418,0.43	0.112,0.234	0.251
23483	"ENSG00000131778.13"	"CHD1L"	chr1	+	146751698	146751864	146747767	146747921	146756023	146756172	23483	224,292	8,4	233,567	0,0	197	99	0.000178138695239	0.121268526848	0.934,0.973	1.0,1.0	-0.046
38160	"ENSG00000100867.10"	"DHRS2"	chr14	+	24110430	24110520	24109048	24109104	24110874	24111647	38160	19,17	538,540	31,60	337,854	188	99	0.000191943695565	0.128203811539	0.018,0.016	0.046,0.036	-0.024
38383	"ENSG00000076770.10"	"MBNL3"	chrX	-	131573462	131573600	131540255	131540420	131623841	131623996	38383	9,14	14,25	32,55	10,28	197	99	0.000193485981797	0.128203811539	0.244,0.22	0.617,0.497	-0.325
32837	"ENSG00000213614.5"	"HEXA"	chr15	-	72646031	72646078	72645408	72645519	72647899	72647965	32837	541,591	27,36	477,1166	15,23	145	99	0.000205211836881	0.134184239918	0.932,0.918	0.956,0.972	-0.039
23615	"ENSG00000110245.7"	"APOC3"	chr11	+	116701291	116701353	116700607	116700656	116701488	116701595	23615	4715,4011	47,37	438,907	8,23	160	99	0.000211987921325	0.136814801951	0.984,0.985	0.971,0.961	0.018
53288	"ENSG00000100888.8"	"CHD8"	chr14	-	21923107	21923302	21899891	21900017	21924190	21924285	53288	6,3	9,16	0,0	11,52	197	99	0.000217655201859	0.138671477646	0.251,0.086	0.0,0.0	0.168
23619	"ENSG00000110245.7"	"APOC3"	chr11	+	116701285	116701364	116700607	116700656	116701488	116701612	23619	3204,2785	47,37	308,620	8,23	177	99	0.000239457900849	0.141008378702	0.974,0.977	0.956,0.938	0.029
29085	"ENSG00000172660.7"	"TAF15"	chr17	+	34160910	34160945	34151081	34151202	34161569	34161602	29085	172,217	7,9	369,789	2,9	133	99	0.00023478774245	0.141008378702	0.948,0.947	0.993,0.985	-0.041
29258	"ENSG00000171282.9"	"RP11-1055B8.7"	chr17	+	79413763	79413856	79412379	79412707	79414061	79414874	29258	5,3	13,14	15,27	7,16	191	99	0.000225762663132	0.141008378702	0.166,0.1	0.526,0.467	-0.364
31984	"ENSG00000125970.7"	"RALY"	chr20	+	32661624	32661672	32661368	32661441	32663679	32663846	31984	370,454	63,52	567,1004	42,75	146	99	0.00023085765996	0.141008378702	0.799,0.855	0.902,0.901	-0.075
32895	"ENSG00000096080.7"	"MRPS18A"	chr6	-	43642938	43643008	43639039	43639643	43643230	43643354	32895	327,372	13,9	281,625	0,5	168	99	0.000241185475192	0.141008378702	0.937,0.961	1.0,0.987	-0.044
34659	"ENSG00000136068.10"	"FLNB"	chr3	+	58116467	58116635	58112328	58112489	58118534	58118658	34659	325,343	7,5	157,386	10,25	197	99	0.00022912880404	0.141008378702	0.959,0.972	0.888,0.886	0.079
6395	"ENSG00000243943.5"	"ZNF512"	chr2	+	27806454	27806583	27805975	27806009	27820933	27821121	6395	10,10	12,12	26,50	3,14	197	99	0.000238869772685	0.141008378702	0.295,0.295	0.813,0.642	-0.433
16261	"ENSG00000000419.8"	"DPM1"	chr20	-	49557665	49557746	49557401	49557470	49558567	49558679	16261	32,40	136,175	11,64	211,453	179	99	0.000246446038543	0.142408556807	0.115,0.112	0.028,0.072	0.064
5334	"ENSG00000055044.6"	"NOP58"	chr2	+	203164736	203164860	203162567	203162629	203164956	203165090	5334	18,21	93,124	11,29	187,382	197	99	0.000249632345792	0.142591717519	0.089,0.078	0.029,0.037	0.05
6701	"ENSG00000107679.10"	"PLEKHA1"	chr10	+	124187791	124187936	124186457	124186547	124189139	124189638	6701	38,28	53,60	45,93	39,56	197	99	0.000254722265823	0.14384571591	0.265,0.19	0.367,0.455	-0.184
32896	"ENSG00000096080.7"	"MRPS18A"	chr6	-	43642938	43642989	43639520	43639643	43643230	43643354	32896	77,85	13,9	56,163	0,5	149	99	0.000267357666858	0.149284710725	0.797,0.863	1.0,0.956	-0.148
40284	"ENSG00000130958.7"	"SLC35D2"	chr9	-	99084279	99084362	99082988	99083623	99086372	99086451	40284	287,431	66,64	483,819	46,79	181	99	0.000274290526898	0.149789755321	0.704,0.786	0.852,0.85	-0.106
56952	"ENSG00000142494.9"	"SLC47A1"	chr17	+	19474790	19474885	19470408	19470541	19476092	19476174	56952	114,107	23,26	53,189	6,10	193	99	0.000271927767162	0.149789755321	0.718,0.679	0.819,0.906	-0.164
7467	"ENSG00000115875.14"	"SRSF7"	chr2	-	38976039	38976315	38975720	38975795	38976670	38976872	7467	21,10	114,144	10,25	237,550	197	99	0.000278055232574	0.150195160682	0.085,0.034	0.021,0.022	0.038
38138	"ENSG00000100867.10"	"DHRS2"	chr14	+	24110874	24110947	24109048	24109104	24112360	24112428	38138	276,298	1033,1311	177,402	1123,2506	171	99	0.000297910535565	0.159189936182	0.134,0.116	0.084,0.085	0.04
61992	"ENSG00000128602.5"	"SMO"	chr7	+	128851223	128851351	128850805	128850954	128851476	128851611	61992	0,0	27,40	3,5	9,18	197	99	0.000302111169008	0.159717175998	0.0,0.0	0.143,0.122	-0.133
23606	"ENSG00000110245.7"	"APOC3"	chr11	+	116701285	116701353	116700607	116700656	116701488	116701612	23606	8377,6869	47,37	775,1601	8,23	166	99	0.000309357067488	0.160412826886	0.991,0.991	0.983,0.976	0.011
55457	"ENSG00000134283.13"	"PPHLN1"	chr12	+	42748962	42749024	42729684	42729776	42768664	42768876	55457	112,128	4,5	148,311	0,0	160	99	0.000309882913393	0.160412826886	0.945,0.941	1.0,1.0	-0.057
37137	"ENSG00000092199.13"	"HNRNPC"	chr14	-	21731825	21731988	21731469	21731495	21737456	21737584	37137	407,329	208,236	323,651	317,664	197	99	0.000322983938424	0.164111019721	0.496,0.412	0.339,0.33	0.119
65729	"ENSG00000116754.9"	"SRSF11"	chr1	+	70696239	70696301	70694121	70694238	70696777	70697253	65729	42,38	6,14	9,28	10,30	160	99	0.000323631752343	0.164111019721	0.812,0.627	0.358,0.366	0.358
15883	"ENSG00000100342.16"	"APOL1"	chr22	+	36655714	36655902	36653364	36653453	36657641	36657690	15883	17,12	150,141	2,3	79,196	197	99	0.000334777559794	0.167698793894	0.054,0.041	0.013,0.008	0.037
24771	"ENSG00000130066.12"	"SAT1"	chrX	+	23802410	23802520	23801925	23802000	23803444	23803546	24771	157,152	707,751	317,618	851,2047	197	99	0.000339604525584	0.167698793894	0.1,0.092	0.158,0.132	-0.049
26031	"ENSG00000112851.10"	"ERBB2IP"	chr5	+	65367996	65368119	65364704	65364848	65370851	65371058	26031	2,7	10,9	17,20	4,5	197	99	0.000340830630513	0.167698793894	0.091,0.281	0.681,0.668	-0.489
2467	"ENSG00000162961.9"	"DPY30"	chr2	-	32118310	32118390	32117060	32117203	32142994	32143106	2467	5,9	37,44	3,0	42,109	178	99	0.000347339275711	0.169225738299	0.07,0.102	0.038,0.0	0.067
5324	"ENSG00000055044.6"	"NOP58"	chr2	+	203164701	203164860	203162567	203162629	203164956	203165090	5324	17,22	93,124	12,29	187,382	197	99	0.000351968095704	0.169816063262	0.084,0.082	0.031,0.037	0.049
24777	"ENSG00000130066.12"	"SAT1"	chrX	+	23802417	23802520	23801916	23802000	23803444	23803546	24777	101,101	707,751	217,413	851,2047	197	99	0.000355388947765	0.169817824608	0.067,0.063	0.114,0.092	-0.038
17581	"ENSG00000146223.10"	"RPL7L1"	chr6	+	42848598	42848704	42847372	42847689	42851188	42851352	17581	484,471	32,25	535,1114	17,26	197	99	0.000363469321563	0.172024837477	0.884,0.904	0.941,0.956	-0.054
26032	"ENSG00000112851.10"	"ERBB2IP"	chr5	+	65367996	65368119	65349233	65350779	65370851	65371058	26032	3,6	74,77	16,19	32,111	197	99	0.000383156616844	0.176305259945	0.02,0.038	0.201,0.079	-0.111
26916	"ENSG00000125046.10"	"SSUH2"	chr3	-	8665533	8665738	8665234	8665342	8667227	8667333	26916	0,1	71,84	3,13	39,95	197	99	0.000376880962211	0.176305259945	0.0,0.006	0.037,0.064	-0.048
67603	"ENSG00000100266.13"	"PACSIN2"	chr22	-	43272889	43273016	43272142	43272339	43275053	43275175	67603	224,242	5,8	181,371	0,0	197	99	0.000382642106599	0.176305259945	0.957,0.938	1.0,1.0	-0.052
27151	"ENSG00000205581.6"	"HMGN1"	chr21	-	40719172	40719218	40717071	40717200	40719304	40719409	27151	2,8	4,4	0,2	18,27	144	99	0.000396793603815	0.180905120565	0.256,0.579	0.0,0.048	0.393
11721	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50832178	50832228	50827414	50827540	50832321	50832564	11721	7,14	28,26	12,18	8,9	148	99	0.000406810716281	0.182080911355	0.143,0.265	0.501,0.572	-0.332
37297	"ENSG00000152795.13"	"HNRNPDL"	chr4	-	83346715	83346820	83345781	83346036	83347189	83347282	37297	100,107	223,290	98,208	400,864	197	99	0.000409638633845	0.182080911355	0.184,0.156	0.11,0.108	0.061
7182	"ENSG00000101150.13"	"TPD52L2"	chr20	+	62507168	62507228	62505020	62505169	62514102	62514222	7182	238,287	9,3	248,548	0,0	158	99	0.000410364464669	0.182080911355	0.943,0.984	1.0,1.0	-0.036
17363	"ENSG00000149925.12"	"ALDOA"	chr16	+	30077196	30077248	30075744	30075826	30078554	30078687	17363	613,695	1552,1552	522,1130	1806,3993	150	99	0.000417915534334	0.183790375918	0.207,0.228	0.16,0.157	0.059
23041	"ENSG00000166557.8"	"TMED3"	chr15	+	79606882	79606997	79606098	79606347	79614319	79615179	23041	18,21	192,227	8,19	220,547	197	99	0.000436680084922	0.190358042282	0.045,0.044	0.018,0.017	0.027
15971	"ENSG00000125648.10"	"SLC25A23"	chr19	-	6452322	6452501	6444161	6444312	6453991	6454099	15971	72,84	10,9	32,88	14,30	197	99	0.000466867502717	0.193040977508	0.783,0.824	0.535,0.596	0.238
17577	"ENSG00000146223.10"	"RPL7L1"	chr6	+	42848598	42848820	42847376	42847689	42851188	42851352	17577	278,266	32,25	320,614	17,26	197	99	0.000450802745286	0.193040977508	0.814,0.842	0.904,0.922	-0.085
21544	"ENSG00000073921.13"	"PICALM"	chr11	-	85687665	85687725	85685750	85685855	85692171	85692271	21544	424,408	24,28	310,705	6,19	158	99	0.000465875332739	0.193040977508	0.917,0.901	0.97,0.959	-0.055
32963	"ENSG00000103091.10"	"WDR59"	chr16	-	74921580	74921653	74920167	74920294	74926381	74926463	32963	245,204	8,9	117,338	1,0	171	99	0.000470026326158	0.193040977508	0.947,0.929	0.985,1.0	-0.054
33626	"ENSG00000116001.11"	"TIA1"	chr2	-	70452459	70452700	70451685	70451761	70454866	70454954	33626	19,22	54,66	8,15	63,131	197	99	0.000460425592361	0.193040977508	0.15,0.143	0.06,0.054	0.089
