Cell Line	Column	Column Type	Sorted RBP Pair	RBP 1	Position 1	RBP 2	Position 2	# UBPs - Signed-Local-SHAP-Mean-Bound-Only	Value - Signed-Local-SHAP-Mean-Bound-Only	PPI	Abs. SHAP Value
HepG2	SRSF1_2-PPIG_5-interaction-shap	interaction	PPIG-SRSF1	SRSF1	2	PPIG	5	717	0.2494770586490631	false	0.2494770586490631
HepG2	SF3B4_1-XPO5_3-interaction-shap	interaction	SF3B4-XPO5	SF3B4	1	XPO5	3	95	0.24932445585727692	false	0.24932445585727692
HepG2	U2AF2_2-EIF3D_6-interaction-shap	interaction	EIF3D-U2AF2	U2AF2	2	EIF3D	6	10	0.24907954037189484	false	0.24907954037189484
HepG2	NKRF_2-U2AF2_5-interaction-shap	interaction	NKRF-U2AF2	NKRF	2	U2AF2	5	70	-0.24837064743041992	false	0.24837064743041992
HepG2	TARDBP_3-IGF2BP1_4-interaction-shap	interaction	IGF2BP1-TARDBP	TARDBP	3	IGF2BP1	4	8	-0.24740594625473022	false	0.24740594625473022
HepG2	U2AF1_4-PRPF8_6-interaction-shap	interaction	PRPF8-U2AF1	U2AF1	4	PRPF8	6	240	0.2460387498140335	false	0.2460387498140335
HepG2	LIN28B_2-U2AF2_3-interaction-shap	interaction	LIN28B-U2AF2	LIN28B	2	U2AF2	3	112	-0.24349044263362885	false	0.24349044263362885
HepG2	U2AF2_3-SUB1_6-interaction-shap	interaction	SUB1-U2AF2	U2AF2	3	SUB1	6	164	-0.24110642075538635	false	0.24110642075538635
HepG2	U2AF1_2-SF3B4_5-interaction-shap	interaction	SF3B4-U2AF1	U2AF1	2	SF3B4	5	179	0.23954226076602936	false	0.23954226076602936
HepG2	G3BP1_3-LIN28B_4-interaction-shap	interaction	G3BP1-LIN28B	G3BP1	3	LIN28B	4	115	-0.23832720518112183	false	0.23832720518112183
HepG2	NCBP2_2-DDX3X_5-interaction-shap	interaction	DDX3X-NCBP2	NCBP2	2	DDX3X	5	119	0.2373720109462738	false	0.2373720109462738
HepG2	SF3A3_3-SF3B4_5-interaction-shap	interaction	SF3A3-SF3B4	SF3A3	3	SF3B4	5	2091	-0.2362639307975769	false	0.2362639307975769
HepG2	FASTKD2_2-SF3B4_5-interaction-shap	interaction	FASTKD2-SF3B4	FASTKD2	2	SF3B4	5	161	0.22376616299152374	false	0.22376616299152374
HepG2	U2AF2_3-BCLAF1_4-interaction-shap	interaction	BCLAF1-U2AF2	U2AF2	3	BCLAF1	4	1431	-0.22354024648666382	false	0.22354024648666382
HepG2	LIN28B_3-GRWD1_5-interaction-shap	interaction	GRWD1-LIN28B	LIN28B	3	GRWD1	5	132	-0.22232259809970856	false	0.22232259809970856
HepG2	RPS3_3-GRWD1_4-interaction-shap	interaction	GRWD1-RPS3	RPS3	3	GRWD1	4	259	-0.22103865444660187	false	0.22103865444660187
HepG2	AQR_1-LIN28B_3-interaction-shap	interaction	AQR-LIN28B	AQR	1	LIN28B	3	298	-0.21878811717033386	false	0.21878811717033386
HepG2	U2AF2_3-ZNF800_5-interaction-shap	interaction	U2AF2-ZNF800	U2AF2	3	ZNF800	5	215	-0.2145439088344574	false	0.2145439088344574
HepG2	PABPN1_4-SF3B4_5-interaction-shap	interaction	PABPN1-SF3B4	PABPN1	4	SF3B4	5	600	-0.21274973452091217	false	0.21274973452091217
HepG2	PRPF8_4-SF3A3_5-interaction-shap	interaction	PRPF8-SF3A3	PRPF8	4	SF3A3	5	4257	-0.21217700839042664	false	0.21217700839042664
HepG2	RPS3_1-IGF2BP3_5-interaction-shap	interaction	IGF2BP3-RPS3	RPS3	1	IGF2BP3	5	264	0.21093833446502686	false	0.21093833446502686
HepG2	U2AF2_4-PPIG_6-interaction-shap	interaction	PPIG-U2AF2	U2AF2	4	PPIG	6	327	0.20997701585292816	false	0.20997701585292816
HepG2	IGF2BP1_2-HNRNPL_6-interaction-shap	interaction	HNRNPL-IGF2BP1	IGF2BP1	2	HNRNPL	6	6	-0.20904920995235443	true	0.20904920995235443
HepG2	PRPF8_2-DDX3X_5-interaction-shap	interaction	DDX3X-PRPF8	PRPF8	2	DDX3X	5	339	0.1974785029888153	false	0.1974785029888153
HepG2	LARP4_1-PRPF8_2-interaction-shap	interaction	LARP4-PRPF8	LARP4	1	PRPF8	2	799	0.1967928260564804	false	0.1967928260564804
HepG2	NOLC1_1-LIN28B_4-interaction-shap	interaction	LIN28B-NOLC1	NOLC1	1	LIN28B	4	225	-0.1960049569606781	false	0.1960049569606781
HepG2	RBM22_2-RPS3_4-interaction-shap	interaction	RBM22-RPS3	RBM22	2	RPS3	4	418	0.19592545926570892	false	0.19592545926570892
HepG2	U2AF2_5-QKI_6-interaction-shap	interaction	QKI-U2AF2	U2AF2	5	QKI	6	52	-0.1958523988723755	false	0.1958523988723755
HepG2	RBM22_2-HNRNPC_3-interaction-shap	interaction	HNRNPC-RBM22	RBM22	2	HNRNPC	3	7	0.19356124103069305	false	0.19356124103069305
HepG2	SUB1_3-PRPF8_4-interaction-shap	interaction	PRPF8-SUB1	SUB1	3	PRPF8	4	471	-0.19324752688407898	false	0.19324752688407898
HepG2	ZNF800_2-PRPF8_4-interaction-shap	interaction	PRPF8-ZNF800	ZNF800	2	PRPF8	4	840	-0.18901962041854858	false	0.18901962041854858
HepG2	AQR_2-RBM22_4-interaction-shap	interaction	AQR-RBM22	AQR	2	RBM22	4	952	0.18871724605560303	false	0.18871724605560303
HepG2	U2AF2_3-PRPF8_4-interaction-shap	interaction	PRPF8-U2AF2	U2AF2	3	PRPF8	4	2129	-0.1821022778749466	false	0.1821022778749466
HepG2	GTF2F1_1-PRPF8_2-interaction-shap	interaction	GTF2F1-PRPF8	GTF2F1	1	PRPF8	2	525	0.1817699521780014	false	0.1817699521780014
HepG2	U2AF2_3-FXR2_6-interaction-shap	interaction	FXR2-U2AF2	U2AF2	3	FXR2	6	199	-0.17990727722644806	false	0.17990727722644806
HepG2	PTBP1_2-PRPF4_6-interaction-shap	interaction	PRPF4-PTBP1	PTBP1	2	PRPF4	6	24	-0.1798648089170456	false	0.1798648089170456
HepG2	U2AF2_3-PCBP1_6-interaction-shap	interaction	PCBP1-U2AF2	U2AF2	3	PCBP1	6	49	0.1795504242181778	false	0.1795504242181778
HepG2	SF3B4_3-AQR_4-interaction-shap	interaction	AQR-SF3B4	SF3B4	3	AQR	4	2518	-0.17858721315860748	false	0.17858721315860748
HepG2	PCBP1_2-PRPF8_6-interaction-shap	interaction	PCBP1-PRPF8	PCBP1	2	PRPF8	6	111	-0.17312557995319366	false	0.17312557995319366
HepG2	U2AF2_3-SF3A3_5-interaction-shap	interaction	SF3A3-U2AF2	U2AF2	3	SF3A3	5	1021	-0.1730319708585739	false	0.1730319708585739
HepG2	SF3B4_4-EFTUD2_5-interaction-shap	interaction	EFTUD2-SF3B4	SF3B4	4	EFTUD2	5	283	0.17143557965755463	false	0.17143557965755463
HepG2	RBM22_2-PTBP1_6-interaction-shap	interaction	PTBP1-RBM22	RBM22	2	PTBP1	6	21	-0.17074520885944366	false	0.17074520885944366
HepG2	DDX3X_1-TIA1_6-interaction-shap	interaction	DDX3X-TIA1	DDX3X	1	TIA1	6	98	-0.17022423446178436	false	0.17022423446178436
HepG2	TARDBP_1-SF3B4_3-interaction-shap	interaction	SF3B4-TARDBP	TARDBP	1	SF3B4	3	100	-0.16989466547966003	false	0.16989466547966003
HepG2	SF3B4_1-QKI_4-interaction-shap	interaction	QKI-SF3B4	SF3B4	1	QKI	4	41	0.1698940247297287	false	0.1698940247297287
HepG2	U2AF1_2-U2AF2_3-interaction-shap	interaction	U2AF1-U2AF2	U2AF1	2	U2AF2	3	189	-0.16987940669059753	false	0.16987940669059753
HepG2	LIN28B_3-IGF2BP1_4-interaction-shap	interaction	IGF2BP1-LIN28B	LIN28B	3	IGF2BP1	4	76	-0.1698620766401291	false	0.1698620766401291
HepG2	IGF2BP1_3-YBX3_4-interaction-shap	interaction	IGF2BP1-YBX3	IGF2BP1	3	YBX3	4	45	-0.16661500930786133	false	0.16661500930786133
HepG2	G3BP1_3-RBFOX2_4-interaction-shap	interaction	G3BP1-RBFOX2	G3BP1	3	RBFOX2	4	60	-0.16640505194664001	false	0.16640505194664001
HepG2	EFTUD2_5-RBM22_6-interaction-shap	interaction	EFTUD2-RBM22	EFTUD2	5	RBM22	6	469	-0.16411487758159637	false	0.16411487758159637
HepG2	IGF2BP1_1-TIA1_2-interaction-shap	interaction	IGF2BP1-TIA1	IGF2BP1	1	TIA1	2	120	0.1637686789035797	false	0.1637686789035797
HepG2	IGF2BP1_4-SF3B4_5-interaction-shap	interaction	IGF2BP1-SF3B4	IGF2BP1	4	SF3B4	5	174	-0.163692444562912	false	0.163692444562912
HepG2	IGF2BP1_1-BCLAF1_2-interaction-shap	interaction	BCLAF1-IGF2BP1	IGF2BP1	1	BCLAF1	2	86	-0.16344548761844635	false	0.16344548761844635
HepG2	RBFOX2_4-EFTUD2_5-interaction-shap	interaction	EFTUD2-RBFOX2	RBFOX2	4	EFTUD2	5	439	0.1629796326160431	false	0.1629796326160431
HepG2	BUD13_3-IGF2BP1_4-interaction-shap	interaction	BUD13-IGF2BP1	BUD13	3	IGF2BP1	4	22	-0.16272921860218048	false	0.16272921860218048
HepG2	QKI_4-DDX3X_5-interaction-shap	interaction	DDX3X-QKI	QKI	4	DDX3X	5	6	0.15821103751659393	false	0.15821103751659393
HepG2	PRPF8_4-AKAP1_6-interaction-shap	interaction	AKAP1-PRPF8	PRPF8	4	AKAP1	6	506	-0.15727892518043518	false	0.15727892518043518
HepG2	EFTUD2_2-DDX3X_5-interaction-shap	interaction	DDX3X-EFTUD2	EFTUD2	2	DDX3X	5	369	-0.15671022236347198	false	0.15671022236347198
HepG2	SUB1_2-IGF2BP1_5-interaction-shap	interaction	IGF2BP1-SUB1	SUB1	2	IGF2BP1	5	18	-0.1562250852584839	false	0.1562250852584839
HepG2	DDX3X_1-SUB1_2-interaction-shap	interaction	DDX3X-SUB1	DDX3X	1	SUB1	2	128	0.1557076871395111	false	0.1557076871395111
HepG2	SF3B4_2-DDX59_3-interaction-shap	interaction	DDX59-SF3B4	SF3B4	2	DDX59	3	4	-0.1548660844564438	false	0.1548660844564438
HepG2	SF3B4_2-HNRNPK_3-interaction-shap	interaction	HNRNPK-SF3B4	SF3B4	2	HNRNPK	3	35	-0.15470434725284576	false	0.15470434725284576
HepG2	SF3B4_1-NKRF_3-interaction-shap	interaction	NKRF-SF3B4	SF3B4	1	NKRF	3	78	0.15372024476528168	false	0.15372024476528168
HepG2	DROSHA_1-RBM22_2-interaction-shap	interaction	DROSHA-RBM22	DROSHA	1	RBM22	2	59	0.15297803282737732	false	0.15297803282737732
HepG2	IGF2BP1_3-CDC40_4-interaction-shap	interaction	CDC40-IGF2BP1	IGF2BP1	3	CDC40	4	22	-0.1515289545059204	false	0.1515289545059204
HepG2	SF3B4_3-PRPF8_4-interaction-shap	interaction	PRPF8-SF3B4	SF3B4	3	PRPF8	4	4850	-0.15128222107887268	true	0.15128222107887268
HepG2	G3BP1_4-RPS3_6-interaction-shap	interaction	G3BP1-RPS3	G3BP1	4	RPS3	6	395	-0.1500043123960495	false	0.1500043123960495
HepG2	LIN28B_3-LARP4_4-interaction-shap	interaction	LARP4-LIN28B	LIN28B	3	LARP4	4	137	-0.1469217836856842	false	0.1469217836856842
HepG2	NKRF_2-PRPF8_6-interaction-shap	interaction	NKRF-PRPF8	NKRF	2	PRPF8	6	297	0.14583136141300201	false	0.14583136141300201
HepG2	RBM22_2-PCBP1_6-interaction-shap	interaction	PCBP1-RBM22	RBM22	2	PCBP1	6	103	0.14445482194423676	false	0.14445482194423676
HepG2	CSTF2T_2-BUD13_5-interaction-shap	interaction	BUD13-CSTF2T	CSTF2T	2	BUD13	5	161	0.1414262354373932	false	0.1414262354373932
HepG2	XRN2_2-SF3B4_5-interaction-shap	interaction	SF3B4-XRN2	XRN2	2	SF3B4	5	314	0.14132285118103027	false	0.14132285118103027
HepG2	RBM22_4-SF3B4_5-interaction-shap	interaction	RBM22-SF3B4	RBM22	4	SF3B4	5	1137	-0.14105308055877686	false	0.14105308055877686
HepG2	AQR_3-PRPF8_4-interaction-shap	interaction	AQR-PRPF8	AQR	3	PRPF8	4	5631	-0.1410032957792282	false	0.1410032957792282
HepG2	RBFOX2_2-LARP4_3-interaction-shap	interaction	LARP4-RBFOX2	RBFOX2	2	LARP4	3	52	-0.13798469305038452	false	0.13798469305038452
HepG2	RBM22_1-KHSRP_3-interaction-shap	interaction	KHSRP-RBM22	RBM22	1	KHSRP	3	6	0.13776275515556335	false	0.13776275515556335
HepG2	PPIG_2-RBFOX2_5-interaction-shap	interaction	PPIG-RBFOX2	PPIG	2	RBFOX2	5	496	0.1376514732837677	false	0.1376514732837677
HepG2	PRPF8_2-SUGP2_3-interaction-shap	interaction	PRPF8-SUGP2	PRPF8	2	SUGP2	3	38	0.13645794987678528	false	0.13645794987678528
HepG2	BUD13_2-PRPF8_3-interaction-shap	interaction	BUD13-PRPF8	BUD13	2	PRPF8	3	596	-0.1353529840707779	false	0.1353529840707779
HepG2	FUS_4-SF3A3_5-interaction-shap	interaction	FUS-SF3A3	FUS	4	SF3A3	5	87	0.1353132575750351	false	0.1353132575750351
HepG2	PPIG_2-DGCR8_3-interaction-shap	interaction	DGCR8-PPIG	PPIG	2	DGCR8	3	85	-0.1351321041584015	false	0.1351321041584015
HepG2	DDX3X_1-PCBP2_2-interaction-shap	interaction	DDX3X-PCBP2	DDX3X	1	PCBP2	2	158	0.1346738487482071	false	0.1346738487482071
HepG2	GRWD1_1-CSTF2T_4-interaction-shap	interaction	CSTF2T-GRWD1	GRWD1	1	CSTF2T	4	54	-0.13438111543655396	false	0.13438111543655396
HepG2	BUD13_3-LARP4_4-interaction-shap	interaction	BUD13-LARP4	BUD13	3	LARP4	4	122	-0.13192078471183777	false	0.13192078471183777
HepG2	BUD13_5-ZC3H11A_6-interaction-shap	interaction	BUD13-ZC3H11A	BUD13	5	ZC3H11A	6	61	-0.13163238763809204	false	0.13163238763809204
HepG2	CSTF2T_3-IGF2BP1_4-interaction-shap	interaction	CSTF2T-IGF2BP1	CSTF2T	3	IGF2BP1	4	17	-0.13133661448955536	false	0.13133661448955536
HepG2	RPS3_2-MATR3_3-interaction-shap	interaction	MATR3-RPS3	RPS3	2	MATR3	3	9	0.12997062504291534	false	0.12997062504291534
HepG2	DGCR8_1-NKRF_4-interaction-shap	interaction	DGCR8-NKRF	DGCR8	1	NKRF	4	17	0.12922950088977814	false	0.12922950088977814
HepG2	PRPF8_2-ILF3_3-interaction-shap	interaction	ILF3-PRPF8	PRPF8	2	ILF3	3	14	0.12900719046592712	false	0.12900719046592712
HepG2	DDX3X_3-SF3B4_5-interaction-shap	interaction	DDX3X-SF3B4	DDX3X	3	SF3B4	5	620	-0.1277906447649002	false	0.1277906447649002
HepG2	LARP4_1-SF3B4_5-interaction-shap	interaction	LARP4-SF3B4	LARP4	1	SF3B4	5	210	0.12679822742938995	false	0.12679822742938995
HepG2	HNRNPM_4-LIN28B_6-interaction-shap	interaction	HNRNPM-LIN28B	HNRNPM	4	LIN28B	6	37	0.1265937238931656	false	0.1265937238931656
HepG2	LARP4_2-RPS3_6-interaction-shap	interaction	LARP4-RPS3	LARP4	2	RPS3	6	234	0.12645675241947174	false	0.12645675241947174
HepG2	RPS3_4-SF3A3_5-interaction-shap	interaction	RPS3-SF3A3	RPS3	4	SF3A3	5	897	0.12451021373271942	false	0.12451021373271942
HepG2	BUD13_3-PABPN1_4-interaction-shap	interaction	BUD13-PABPN1	BUD13	3	PABPN1	4	396	-0.12379096448421478	false	0.12379096448421478
HepG2	U2AF2_1-UCHL5_6-interaction-shap	interaction	U2AF2-UCHL5	U2AF2	1	UCHL5	6	173	-0.12241417169570923	false	0.12241417169570923
HepG2	PPIG_1-PTBP1_3-interaction-shap	interaction	PPIG-PTBP1	PPIG	1	PTBP1	3	61	0.12185931205749512	false	0.12185931205749512
HepG2	RBM22_1-RBFOX2_5-interaction-shap	interaction	RBFOX2-RBM22	RBM22	1	RBFOX2	5	1	0.12046990543603897	false	0.12046990543603897
HepG2	U2AF2_2-AQR_5-interaction-shap	interaction	AQR-U2AF2	U2AF2	2	AQR	5	236	-0.12041820585727692	false	0.12041820585727692
HepG2	QKI_1-IGF2BP1_3-interaction-shap	interaction	IGF2BP1-QKI	QKI	1	IGF2BP1	3	2	-0.12032823264598846	false	0.12032823264598846
HepG2	GRWD1_1-PTBP1_4-interaction-shap	interaction	GRWD1-PTBP1	GRWD1	1	PTBP1	4	63	0.12014299631118774	false	0.12014299631118774
HepG2	DDX3X_1-HNRNPK_2-interaction-shap	interaction	DDX3X-HNRNPK	DDX3X	1	HNRNPK	2	108	-0.11977128684520721	false	0.11977128684520721
HepG2	TRA2A_5-PRPF8_6-interaction-shap	interaction	PRPF8-TRA2A	TRA2A	5	PRPF8	6	209	0.11962169408798218	false	0.11962169408798218
HepG2	HLTF_2-LIN28B_4-interaction-shap	interaction	HLTF-LIN28B	HLTF	2	LIN28B	4	4	-0.11844479292631149	false	0.11844479292631149
HepG2	RBM22_1-BUD13_2-interaction-shap	interaction	BUD13-RBM22	RBM22	1	BUD13	2	40	-0.11785323917865753	false	0.11785323917865753
HepG2	GRWD1_1-SRSF1_2-interaction-shap	interaction	GRWD1-SRSF1	GRWD1	1	SRSF1	2	628	0.11699572950601578	false	0.11699572950601578
HepG2	ILF3_3-IGF2BP1_4-interaction-shap	interaction	IGF2BP1-ILF3	ILF3	3	IGF2BP1	4	8	-0.11617407947778702	true	0.11617407947778702
