ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12182	"ENSG00000266976.1"	"AC079466.1"	chr19	+	29101166	29101234	29097594	29098011	29103345	29106136	12182	694,835	170,270	881,590	135,80	166	99	8.01336009437e-07	0.00350253431648	0.709,0.648	0.796,0.815	-0.127
29524	"ENSG00000265257.1"	"RP11-21J18.1"	chr18	+	9103089	9103322	9102733	9102795	9117835	9117901	29524	65,101	1076,1483	35,18	1377,709	197	99	7.84088658556e-07	0.00350253431648	0.029,0.033	0.013,0.013	0.018
60112	"ENSG00000104408.5"	"EIF3E"	chr8	-	109254114	109254142	109252186	109252304	109260841	109260897	60112	284,429	46,59	434,208	16,14	126	99	8.19822580378e-07	0.00350253431648	0.829,0.851	0.955,0.921	-0.098
58122	"ENSG00000156976.10"	"EIF4A2"	chr3	+	186506080	186506205	186505591	186505671	186506913	186507670	58122	53,41	1331,1803	93,49	1240,791	197	99	1.03481477742e-06	0.00410525805271	0.02,0.011	0.036,0.03	-0.018
29525	"ENSG00000265257.1"	"RP11-21J18.1"	chr18	+	9103089	9103187	9102733	9102795	9117835	9117901	29525	64,102	1076,1483	37,18	1377,709	196	99	1.76790860773e-06	0.00654597627155	0.029,0.034	0.013,0.013	0.019
12186	"ENSG00000266976.1"	"AC079466.1"	chr19	+	29101166	29101238	29097594	29098011	29103345	29106136	12186	875,1066	170,270	1069,727	135,80	170	99	2.79080264509e-06	0.00911771640637	0.75,0.697	0.822,0.841	-0.108
58128	"ENSG00000156976.10"	"EIF4A2"	chr3	+	186506098	186506209	186505591	186505671	186506913	186507080	58128	317,317	1331,1803	438,283	1240,791	197	99	2.66573399477e-06	0.00911771640637	0.107,0.081	0.151,0.152	-0.057
20035	"ENSG00000135720.8"	"DYNC1LI2"	chr16	-	66758564	66758683	66757503	66757725	66759730	66759847	20035	13,14	46,55	3,1	83,53	197	99	1.0528847135e-05	0.032487342771	0.124,0.113	0.018,0.009	0.105
41687	"ENSG00000117360.8"	"PRPF3"	chr1	+	150300015	150300111	150298208	150298339	150300778	150300925	41687	40,52	125,161	18,16	192,109	194	99	1.19430880252e-05	0.0349115320484	0.14,0.141	0.046,0.07	0.083
23131	"ENSG00000023516.7"	"AKAP11"	chr13	+	42887182	42887266	42882589	42882745	42888029	42888076	23131	7,17	48,78	39,23	59,35	182	99	2.04727847475e-05	0.0516844756762	0.073,0.106	0.264,0.263	-0.174
38230	"ENSG00000012660.9"	"ELOVL5"	chr6	-	53159063	53159289	53156573	53156761	53160439	53160505	38230	63,115	281,450	49,34	445,282	197	99	2.03058666705e-05	0.0516844756762	0.101,0.114	0.052,0.057	0.053
60119	"ENSG00000104408.5"	"EIF3E"	chr8	-	109254027	109254142	109252186	109252304	109260841	109260994	60119	1874,2249	46,59	1893,1248	16,14	197	99	1.86389110673e-05	0.0516844756762	0.953,0.95	0.983,0.978	-0.029
70649	"ENSG00000112081.12"	"SRSF3"	chr6	+	36567597	36568053	36566584	36566760	36568928	36568967	70649	120,185	522,719	112,72	752,607	197	99	3.05927451751e-05	0.0738748290011	0.104,0.114	0.07,0.056	0.046
30600	"ENSG00000177674.11"	"AGTRAP"	chr1	+	11806183	11806280	11805859	11805894	11807496	11807602	30600	8,24	68,112	30,28	67,39	195	99	3.75860628756e-05	0.0754065894783	0.056,0.098	0.185,0.267	-0.149
33362	"ENSG00000122026.6"	"RPL21"	chr13	+	27828356	27828418	27827901	27827980	27829378	27829993	33362	7269,10745	68,123	7665,4905	19,6	160	99	3.33333409163e-05	0.0754065894783	0.985,0.982	0.996,0.998	-0.013
46664	"ENSG00000140479.12"	"PCSK6"	chr15	-	101971524	101971668	101970191	101970268	101972194	101972305	46664	41,60	34,54	80,50	27,13	197	99	3.7509782178e-05	0.0754065894783	0.377,0.358	0.598,0.659	-0.261
62356	"ENSG00000265681.2"	"RPL17"	chr18	-	47018189	47018203	47017886	47017954	47018644	47018769	62356	1,1	116,102	37,1	140,82	112	99	3.80155654554e-05	0.0754065894783	0.008,0.009	0.189,0.011	-0.091
63773	"ENSG00000172965.10"	"MIR4435-1HG"	chr2	-	112237483	112237638	112186899	112187197	112252461	112252628	63773	34,19	368,645	4,1	362,255	197	99	3.63535574699e-05	0.0754065894783	0.044,0.015	0.006,0.002	0.025
12908	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48828657	48828736	48828107	48828213	48829560	48829643	12908	12,25	13,20	6,6	33,24	177	99	4.29831428547e-05	0.0795761251383	0.34,0.411	0.092,0.123	0.268
8089	"ENSG00000148634.11"	"HERC4"	chr10	-	69747799	69747901	69726439	69726559	69748419	69748592	8089	0,1	74,56	9,4	32,33	197	99	4.25562931188e-05	0.0795761251383	0.0,0.009	0.124,0.057	-0.086
25451	"ENSG00000130396.16"	"MLLT4"	chr6	+	168272893	168273057	168271062	168271178	168276014	168276175	25451	206,258	13,9	224,155	0,0	197	99	4.59646600119e-05	0.0823508779697	0.888,0.935	1.0,1.0	-0.089
23134	"ENSG00000023516.7"	"AKAP11"	chr13	+	42887182	42887357	42882589	42882745	42888029	42888076	23134	3,4	48,78	20,10	59,35	197	99	5.13087487439e-05	0.0863541789466	0.03,0.025	0.146,0.126	-0.109
4960	"ENSG00000137100.11"	"DCTN3"	chr9	-	34616026	34616110	34614706	34614765	34617881	34617968	4960	149,188	19,32	160,131	8,3	182	99	5.0958316043e-05	0.0863541789466	0.81,0.762	0.916,0.96	-0.152
39220	"ENSG00000147274.10"	"RBMX"	chrX	-	135955404	135955563	135954426	135954504	135957244	135957344	39220	47,27	79,111	62,44	65,35	197	99	5.37042050698e-05	0.087727398517	0.23,0.109	0.324,0.387	-0.186
7105	"ENSG00000101294.12"	"HM13"	chr20	+	30154012	30154098	30149436	30149539	30156922	30156977	7105	372,419	40,44	483,370	29,8	184	99	5.78441197588e-05	0.0917903546115	0.833,0.837	0.9,0.961	-0.096
31187	"ENSG00000135018.9"	"UBQLN1"	chr9	-	86281264	86281348	86279944	86280060	86284099	86284221	31187	610,974	5,8	737,526	30,9	182	99	6.19079964674e-05	0.0955102812166	0.985,0.985	0.93,0.97	0.035
44064	"ENSG00000171159.4"	"C9orf16"	chr9	+	130924282	130924623	130922637	130922765	130925721	130925825	44064	7,12	99,223	13,19	75,79	197	99	7.94424566364e-05	0.119249568692	0.034,0.026	0.08,0.108	-0.064
49972	"ENSG00000134255.9"	"CEPT1"	chr1	+	111709727	111709812	111703776	111703918	111717500	111717585	49972	5,15	58,74	0,1	78,64	183	99	8.25761104575e-05	0.12033692495	0.045,0.099	0.0,0.008	0.068
57327	"ENSG00000178691.6"	"SUZ12"	chr17	+	30274635	30274704	30267440	30267505	30293165	30293215	57327	143,147	17,19	118,104	43,29	167	99	8.45001813654e-05	0.12033692495	0.833,0.821	0.619,0.68	0.177
46566	"ENSG00000168958.15"	"MFF"	chr2	+	228217229	228217289	228211440	228212100	228220392	228220477	46566	66,120	14,20	47,43	22,28	158	99	9.34262593956e-05	0.129722361171	0.747,0.79	0.572,0.49	0.238
25449	"ENSG00000130396.16"	"MLLT4"	chr6	+	168272896	168273057	168271065	168271178	168276014	168276175	25449	210,265	13,9	222,135	0,0	197	99	9.88462037839e-05	0.130108361095	0.89,0.937	1.0,1.0	-0.087
55490	"ENSG00000213551.4"	"DNAJC9"	chr10	-	75006196	75006344	75005679	75005934	75006445	75006586	55490	52,53	396,538	108,56	455,290	197	99	9.79860718128e-05	0.130108361095	0.062,0.047	0.107,0.088	-0.043
60126	"ENSG00000104408.5"	"EIF3E"	chr8	-	109254340	109254575	109252186	109252304	109260841	109260945	60126	2,10	46,59	9,9	16,14	197	99	0.000100732076469	0.130108361095	0.021,0.078	0.22,0.244	-0.182
27054	"ENSG00000011304.12"	"PTBP1"	chr19	+	805491	805569	805012	805187	806407	806556	27054	505,848	31,100	648,492	19,28	176	99	0.000103673192577	0.130863843539	0.902,0.827	0.95,0.908	-0.065
621	"ENSG00000110321.11"	"EIF4G2"	chr11	-	10823207	10823321	10822508	10822634	10823595	10823732	621	1856,2444	80,103	2586,1641	208,106	197	99	0.000108589996231	0.134024186459	0.921,0.923	0.862,0.886	0.048
39221	"ENSG00000147274.10"	"RBMX"	chrX	-	135955404	135955547	135954426	135954504	135957244	135957327	39221	49,26	79,111	62,43	65,35	197	99	0.000116129177432	0.139354755207	0.238,0.105	0.324,0.382	-0.181
45128	"ENSG00000117054.9"	"ACADM"	chr1	+	76199212	76199313	76198522	76198607	76200475	76200556	45128	542,645	42,41	671,525	22,13	197	99	0.000120436230643	0.139354755207	0.866,0.888	0.939,0.953	-0.069
62774	"ENSG00000100445.12"	"SDR39U1"	chr14	-	24911383	24911466	24910879	24911001	24911551	24911982	62774	60,148	16,22	74,39	39,24	181	99	0.00011885411213	0.139354755207	0.672,0.786	0.509,0.471	0.239
22096	"ENSG00000141030.8"	"COPS3"	chr17	-	17164913	17165006	17163687	17163788	17165279	17165420	22096	6,8	237,297	21,21	280,186	191	99	0.000127187390797	0.144163013977	0.013,0.014	0.037,0.055	-0.033
29497	"ENSG00000125351.6"	"UPF3B"	chrX	-	118974608	118974647	118972329	118972490	118975038	118975221	29497	43,37	90,114	90,54	102,67	137	99	0.000150828137737	0.166839346314	0.257,0.19	0.389,0.368	-0.155
53292	"ENSG00000132676.11"	"DAP3"	chr1	+	155691307	155691471	155686796	155686919	155695172	155695281	53292	652,1098	8,38	946,501	43,39	197	99	0.000153201416313	0.166839346314	0.976,0.936	0.917,0.866	0.065
42926	"ENSG00000078403.12"	"MLLT10"	chr10	+	21977419	21977467	21970260	21970305	22002700	22002879	42926	4,5	10,22	26,7	10,5	146	99	0.000156590075992	0.16725024655	0.213,0.134	0.638,0.487	-0.389
20040	"ENSG00000135720.8"	"DYNC1LI2"	chr16	-	66758564	66758710	66757503	66757725	66759730	66759847	20040	14,13	46,55	6,1	83,53	197	99	0.000163674825344	0.170527738485	0.133,0.106	0.035,0.009	0.097
76783	"ENSG00000251369.4"	"ZNF550"	chr19	-	58055018	58055951	58053207	58054611	58057824	58059361	76783	10,15	7,12	0,8	25,19	197	99	0.000165799385635	0.170527738485	0.418,0.386	0.0,0.175	0.315
53297	"ENSG00000132676.11"	"DAP3"	chr1	+	155691307	155691409	155686796	155686919	155695172	155695281	53297	1417,2183	8,38	1926,1084	43,39	197	99	0.000181923900772	0.180429525873	0.989,0.967	0.957,0.933	0.033
54630	"ENSG00000198089.10"	"SFI1"	chr22	+	31999729	31999805	31998592	31998771	32000294	32000390	54630	26,48	10,16	31,20	0,0	174	99	0.000180044645261	0.180429525873	0.597,0.631	1.0,1.0	-0.386
21844	"ENSG00000149554.8"	"CHEK1"	chr11	+	125497501	125497725	125496643	125496728	125499126	125499191	21844	311,376	41,35	317,239	77,47	197	99	0.000201612602812	0.195909622799	0.792,0.844	0.674,0.719	0.122
26085	"ENSG00000170889.9"	"RPS9"	chr19	+	54710420	54710592	54710143	54710330	54711265	54711515	26085	250,624	1900,3349	186,151	1810,1523	197	99	0.000208114291414	0.195909622799	0.062,0.086	0.049,0.047	0.026
27675	"ENSG00000048140.13"	"TSPAN17"	chr5	+	176081895	176082021	176079743	176079914	176083078	176083126	27675	352,465	31,49	398,200	17,5	197	99	0.000204997669476	0.195909622799	0.851,0.827	0.922,0.953	-0.099
29494	"ENSG00000125351.6"	"UPF3B"	chrX	-	118974556	118974647	118972228	118972490	118975038	118975221	29494	33,25	90,114	66,42	102,67	189	99	0.000224828125052	0.20811590109	0.161,0.103	0.253,0.247	-0.118
33738	"ENSG00000117859.14"	"OSBPL9"	chr1	+	52247259	52247404	52246835	52247007	52248230	52248315	33738	16,23	387,527	1,4	507,355	197	99	0.000231249355815	0.210550642983	0.02,0.021	0.001,0.006	0.017
76910	"ENSG00000003756.12"	"RBM5"	chr3	+	50147795	50147896	50147035	50147121	50148111	50148339	76910	106,134	7,6	116,87	18,22	197	99	0.000250451520524	0.224356087902	0.884,0.918	0.764,0.665	0.186
14649	"ENSG00000204842.10"	"ATXN2"	chr12	-	111891480	111891649	111890071	111890644	111893832	111894060	14649	206,336	20,26	197,171	31,44	197	99	0.00029102835648	0.232652549299	0.838,0.867	0.762,0.661	0.141
20260	"ENSG00000130830.10"	"MPP1"	chrX	-	154012312	154012383	154011701	154011782	154013325	154013432	20260	328,504	66,87	313,226	30,18	169	99	0.000277468591364	0.232652549299	0.744,0.772	0.859,0.88	-0.111
23489	"ENSG00000073921.13"	"PICALM"	chr11	-	85689112	85689136	85687665	85687725	85692171	85692271	23489	119,194	404,600	196,108	386,206	122	99	0.000292900875433	0.232652549299	0.193,0.208	0.292,0.298	-0.094
53144	"ENSG00000196636.7"	"ACN9"	chr7	+	96765699	96765779	96747034	96747209	96810323	96810799	53144	5,6	222,345	21,14	315,180	178	99	0.000293224314925	0.232652549299	0.012,0.01	0.036,0.041	-0.028
54699	"ENSG00000090621.9"	"PABPC4"	chr1	-	40029507	40029594	40029285	40029413	40030094	40030214	54699	336,562	53,96	315,231	90,72	185	99	0.000292404895828	0.232652549299	0.772,0.758	0.652,0.632	0.123
57834	"ENSG00000151287.12"	"TEX30"	chr13	-	103419622	103419828	103418459	103418930	103420609	103420661	57834	153,136	24,20	114,97	41,34	197	99	0.000280912929685	0.232652549299	0.762,0.774	0.583,0.589	0.182
60829	"ENSG00000116350.11"	"SRSF4"	chr1	-	29476614	29476704	29474254	29475738	29481207	29481422	60829	684,955	20,25	586,499	0,7	188	99	0.000285183167705	0.232652549299	0.947,0.953	1.0,0.974	-0.037
76909	"ENSG00000003756.12"	"RBM5"	chr3	+	50147769	50147896	50147035	50147121	50148111	50148325	76909	106,132	7,6	116,87	18,22	197	99	0.000277316764127	0.232652549299	0.884,0.917	0.764,0.665	0.186
200	"ENSG00000010244.12"	"ZNF207"	chr17	+	30693683	30693776	30692348	30692506	30694790	30694962	200	978,1508	399,484	1214,679	666,368	191	99	0.000313012853584	0.244855406874	0.56,0.618	0.486,0.489	0.101
41758	"ENSG00000071626.12"	"DAZAP1"	chr19	+	1425876	1425959	1422346	1422395	1428840	1428994	41758	1176,1487	20,20	1794,1025	8,5	181	99	0.000343032167866	0.257459548693	0.97,0.976	0.992,0.991	-0.019
64731	"ENSG00000109184.10"	"DCUN1D4"	chr4	+	52726708	52726829	52709268	52709433	52729602	52729673	64731	13,24	36,92	5,3	80,41	197	99	0.000341511685061	0.257459548693	0.154,0.116	0.03,0.035	0.103
67883	"ENSG00000104164.6"	"BLOC1S6"	chr15	+	45884332	45884474	45879320	45879723	45897625	45897712	67883	71,91	21,21	123,75	9,7	197	99	0.00033843113745	0.257459548693	0.63,0.685	0.873,0.843	-0.201
36381	"ENSG00000148090.7"	"AUH"	chr9	-	94122652	94122722	94118369	94118437	94123909	94124169	36381	20,28	18,22	10,7	34,19	168	99	0.000348517717086	0.258088986759	0.396,0.429	0.148,0.178	0.249
3042	"ENSG00000159023.14"	"EPB41"	chr1	+	29386933	29386996	29379615	29379824	29391493	29391670	3042	176,218	557,758	203,149	462,275	161	99	0.000356105202603	0.260237933586	0.163,0.15	0.213,0.25	-0.075
10707	"ENSG00000117691.5"	"NENF"	chr1	+	212615887	212615967	212606314	212606462	212617680	212617784	10707	121,183	35,77	156,105	20,20	178	99	0.00037911561866	0.273455603382	0.658,0.569	0.813,0.745	-0.165
30602	"ENSG00000177674.11"	"AGTRAP"	chr1	+	11806044	11806280	11805859	11805894	11807496	11807602	30602	10,23	68,112	26,26	67,39	197	99	0.000393445839773	0.280153614628	0.069,0.094	0.163,0.251	-0.126
28010	"ENSG00000198925.6"	"ATG9A"	chr2	-	220093155	220093207	220092643	220092775	220094256	220094348	28010	31,60	14,26	42,38	3,5	150	99	0.000412010111899	0.289658754619	0.594,0.604	0.902,0.834	-0.269
28257	"ENSG00000269893.2"	"SNHG8"	chr4	+	119200098	119200292	119199912	119199947	119200543	119200586	28257	255,426	323,464	269,158	527,269	197	99	0.000422943054002	0.290003175547	0.284,0.316	0.204,0.228	0.084
65713	"ENSG00000110721.7"	"CHKA"	chr11	-	67849193	67849315	67848870	67848924	67864485	67864597	65713	1,3	31,32	8,7	16,14	197	99	0.000421504076449	0.290003175547	0.016,0.045	0.201,0.201	-0.171
12906	"ENSG00000108848.11"	"LUC7L3"	chr17	+	48828657	48828723	48828107	48828213	48829560	48829946	12906	17,38	13,20	14,14	33,24	164	99	0.000489304119466	0.301955008835	0.441,0.534	0.204,0.26	0.256
34287	"ENSG00000184967.2"	"NOC4L"	chr12	+	132633153	132633204	132632616	132632651	132633328	132633440	34287	140,256	12,6	177,129	0,0	149	99	0.000487765028821	0.301955008835	0.886,0.966	1.0,1.0	-0.074
37423	"ENSG00000159131.12"	"GART"	chr21	-	34903794	34903863	34903092	34903190	34904650	34904762	37423	2176,2891	39,82	2933,1840	31,26	167	99	0.000480516200699	0.301955008835	0.971,0.954	0.982,0.977	-0.017
40553	"ENSG00000152795.13"	"HNRNPDL"	chr4	-	83346715	83346820	83345781	83346036	83347189	83347282	40553	185,285	309,370	235,124	502,325	197	99	0.00044972980729	0.301955008835	0.231,0.279	0.19,0.161	0.08
46017	"ENSG00000110955.4"	"ATP5B"	chr12	-	57038954	57039095	57038564	57038739	57039620	57039768	46017	2565,3458	71,98	3040,2237	53,29	197	99	0.000463658932957	0.301955008835	0.948,0.947	0.966,0.975	-0.023
46022	"ENSG00000110955.4"	"ATP5B"	chr12	-	57038954	57039164	57038564	57038739	57039620	57039768	46022	2567,3460	71,98	3041,2238	53,29	197	99	0.000466715874186	0.301955008835	0.948,0.947	0.966,0.975	-0.023
64752	"ENSG00000109685.13"	"WHSC1"	chr4	+	1944065	1944159	1941380	1941505	1952798	1952930	64752	12,19	114,201	3,4	209,103	192	99	0.000486449043391	0.301955008835	0.051,0.046	0.007,0.02	0.035
73232	"ENSG00000100266.13"	"PACSIN2"	chr22	-	43272893	43273016	43272142	43272339	43275053	43275175	73232	218,271	20,48	257,163	9,11	197	99	0.00048815986097	0.301955008835	0.846,0.739	0.935,0.882	-0.116
8472	"ENSG00000106603.13"	"COA1"	chr7	-	43696814	43696868	43695631	43695752	43769027	43769104	8472	6,3	31,39	8,22	19,21	152	99	0.000455243317429	0.301955008835	0.112,0.048	0.215,0.406	-0.23
48027	"ENSG00000196305.13"	"IARS"	chr9	-	95020085	95020284	95018961	95019082	95021135	95021280	48027	33,59	538,717	18,18	650,442	197	99	0.000495105174433	0.30217737789	0.03,0.04	0.014,0.02	0.018
76902	"ENSG00000003756.12"	"RBM5"	chr3	+	50147811	50147896	50147035	50147121	50148111	50148203	76902	161,223	7,6	212,149	18,22	183	99	0.000510447802091	0.308155118784	0.926,0.953	0.864,0.786	0.115
20594	"ENSG00000130208.5"	"APOC1"	chr19	+	45418128	45418206	45417928	45417990	45419446	45419582	20594	1110,1818	14,26	733,534	0,0	176	99	0.000522585924395	0.308467071833	0.978,0.975	1.0,1.0	-0.024
31434	"ENSG00000182718.12"	"ANXA2"	chr15	-	60688478	60688626	60678226	60678285	60689456	60689537	31434	25,55	68,78	16,5	80,36	197	99	0.000527626428234	0.308467071833	0.156,0.262	0.091,0.065	0.131
46714	"ENSG00000155100.6"	"OTUD6B"	chr8	+	92088819	92088959	92086058	92086139	92090583	92090896	46714	27,27	99,113	13,1	95,77	197	99	0.000518464112749	0.308467071833	0.121,0.107	0.064,0.006	0.079
18886	"ENSG00000105559.7"	"PLEKHA4"	chr19	-	49362116	49362307	49360678	49360753	49362458	49362639	18886	35,64	0,7	35,13	17,4	197	99	0.000539607126091	0.309271003804	1.0,0.821	0.509,0.62	0.346
28014	"ENSG00000198925.6"	"ATG9A"	chr2	-	220093155	220093204	220092643	220092775	220094256	220094361	28014	18,23	14,26	26,18	3,5	147	99	0.000545706848628	0.309271003804	0.464,0.373	0.854,0.708	-0.362
28066	"ENSG00000148187.13"	"MRRF"	chr9	+	125048317	125048445	125047447	125047566	125054027	125054077	28066	47,74	28,43	46,37	55,54	197	99	0.000541178686924	0.309271003804	0.458,0.464	0.296,0.256	0.185
27676	"ENSG00000048140.13"	"TSPAN17"	chr5	+	176081819	176082021	176079743	176079914	176083078	176083126	27676	50,79	31,49	67,37	17,5	197	99	0.000553299907036	0.310406836735	0.448,0.448	0.664,0.788	-0.278
20266	"ENSG00000130830.10"	"MPP1"	chrX	-	154012302	154012383	154011701	154011782	154013325	154013432	20266	1339,1966	66,87	1161,866	30,18	179	99	0.000591640643906	0.325343775867	0.918,0.926	0.955,0.964	-0.037
56679	"ENSG00000114648.7"	"KLHL18"	chr3	+	47328709	47328838	47324448	47324584	47361142	47361273	56679	21,38	35,54	13,7	50,40	197	99	0.000591277643742	0.325343775867	0.232,0.261	0.116,0.081	0.148
1819	"ENSG00000116918.9"	"TSNAX"	chr1	+	231699210	231699375	231696873	231697001	231700273	231702270	1819	29,59	129,121	28,17	161,135	197	99	0.000621709086391	0.335240025807	0.102,0.197	0.08,0.06	0.079
68781	"ENSG00000180573.8"	"HIST1H2AC"	chr6	+	26127925	26127989	26124372	26124977	26138281	26139344	68781	4,40	97,83	2,5	101,82	162	99	0.000617827317613	0.335240025807	0.025,0.228	0.012,0.036	0.103
26654	"ENSG00000106305.5"	"AIMP2"	chr7	+	6054776	6054983	6048875	6049129	6057444	6057676	26654	208,346	8,20	273,185	4,0	197	99	0.000650934679404	0.344313448515	0.929,0.897	0.972,1.0	-0.073
31186	"ENSG00000135018.9"	"UBQLN1"	chr9	-	86281264	86281309	86279944	86280060	86284099	86284206	31186	152,243	5,8	196,149	30,9	143	99	0.000646343667104	0.344313448515	0.955,0.955	0.819,0.92	0.086
23527	"ENSG00000107164.15"	"FUBP3"	chr9	+	133510053	133510125	133507588	133507665	133511385	133511513	23527	154,322	27,26	299,184	6,13	170	99	0.00066880389178	0.347152973359	0.769,0.878	0.967,0.892	-0.106
76668	"ENSG00000141140.12"	"MYO19"	chr17	-	34857691	34857801	34856908	34857075	34858936	34859040	76668	9,14	216,337	25,23	274,174	197	99	0.000663113331855	0.347152973359	0.021,0.02	0.044,0.062	-0.033
23029	"ENSG00000245910.4"	"SNHG6"	chr8	-	67834848	67834960	67834558	67834627	67837671	67837831	23029	1340,2077	77,135	980,717	117,58	197	99	0.000709327869127	0.360493951602	0.897,0.885	0.808,0.861	0.056
31236	"ENSG00000109118.9"	"PHF12"	chr17	-	27253799	27253891	27250926	27251320	27254008	27254081	31236	3,7	86,111	10,8	58,29	190	99	0.000718476242898	0.360493951602	0.018,0.032	0.082,0.126	-0.079
56153	"ENSG00000149100.8"	"EIF3M"	chr11	+	32608557	32608690	32605377	32605475	32611092	32611187	56153	551,754	74,89	652,378	138,78	197	99	0.000701083950443	0.360493951602	0.789,0.81	0.704,0.709	0.093
58423	"ENSG00000068745.10"	"IP6K2"	chr3	-	48752821	48752960	48731483	48732851	48754589	48754647	58423	36,60	67,117	26,13	114,56	197	99	0.000720468646522	0.360493951602	0.213,0.205	0.103,0.104	0.105
6049	"ENSG00000272779.1"	"LL22NC03-80A10.6"	chr22	+	22661154	22661268	22658307	22658479	22661470	22661610	6049	105,159	5,7	200,110	0,0	197	99	0.000735672099554	0.361586092117	0.913,0.919	1.0,1.0	-0.084
64534	"ENSG00000213020.4"	"ZNF611"	chr19	-	53214459	53214557	53209908	53210117	53217267	53217394	64534	8,7	7,6	2,2	12,19	196	99	0.00072958089633	0.361586092117	0.366,0.371	0.078,0.05	0.304
26647	"ENSG00000093009.5"	"CDC45"	chr22	+	19502487	19502571	19496052	19496214	19504049	19504168	26647	418,647	5,17	488,401	2,0	182	99	0.000763837607095	0.368900353896	0.978,0.954	0.993,1.0	-0.03
4124	"ENSG00000107625.8"	"DDX50"	chr10	+	70665981	70666093	70661072	70661227	70666466	70666763	4124	20,15	92,142	40,24	117,64	197	99	0.000761842819091	0.368900353896	0.098,0.05	0.147,0.159	-0.079
26575	"ENSG00000124177.10"	"CHD6"	chr20	-	40114875	40114979	40112991	40113247	40116304	40116448	26575	0,4	27,37	8,5	18,10	197	99	0.000796561445991	0.379967876846	0.0,0.052	0.183,0.201	-0.166
50974	"ENSG00000173660.7"	"UQCRH"	chr1	+	46775568	46775716	46774772	46774799	46775826	46775988	50974	264,415	295,460	249,184	426,317	197	99	0.00080043647085	0.379967876846	0.31,0.312	0.227,0.226	0.084
65891	"ENSG00000172775.12"	"FAM192A"	chr16	-	57208080	57208198	57207639	57207781	57219732	57219808	65891	49,74	42,85	42,27	93,55	197	99	0.000827356278338	0.38941837033	0.37,0.304	0.185,0.198	0.145
56875	"ENSG00000167645.12"	"YIF1B"	chr19	-	38806064	38806170	38800056	38800283	38806508	38806582	56875	52,99	104,319	86,67	131,99	197	99	0.00085372079838	0.39113560043	0.201,0.135	0.248,0.254	-0.083
