File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF514KIW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR819XBT	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AATF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF783AKB/, /files/ENCFF415HBM/, /files/ENCFF093NIR/, /files/ENCFF715LDJ/, /files/ENCFF039QTN/, /files/ENCFF906MGJ/	25095	Gene Yeo, UCSD	de17ee217033f12440e8cb329873a721		https://www.encodeproject.org/files/ENCFF514KIW/@@download/ENCFF514KIW.bed.gz				released	s3://encode-public/2018/06/08/53b0e4b1-4d18-4248-95df-007b5e1573ad/ENCFF514KIW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/53b0e4b1-4d18-4248-95df-007b5e1573ad/ENCFF514KIW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF955LYD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR819XBT	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										AATF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF064UJY/, /files/ENCFF473EVT/, /files/ENCFF349HTU/, /files/ENCFF269URO/, /files/ENCFF931DET/, /files/ENCFF645UGJ/	25482	Gene Yeo, UCSD	3453abe0bb7b513a8efa0c815dbe0106		https://www.encodeproject.org/files/ENCFF955LYD/@@download/ENCFF955LYD.bed.gz				released	s3://encode-public/2018/12/03/3e15b331-e3d6-4632-ad7c-85798e6c73fb/ENCFF955LYD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/3e15b331-e3d6-4632-ad7c-85798e6c73fb/ENCFF955LYD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF260ZOK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR100ARZ	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										RPS6-human	RNA				ultraviolet irradiation	reverse	2022-07-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF414VIJ/, /files/ENCFF931MCZ/, /files/ENCFF498DSL/, /files/ENCFF411XRF/, /files/ENCFF338ZYM/, /files/ENCFF015KGC/	6805	Gene Yeo, UCSD	e36848d023419fa18b7c7a3098bd5cf1		https://www.encodeproject.org/files/ENCFF260ZOK/@@download/ENCFF260ZOK.bed.gz	V29			released	s3://encode-public/2022/01/12/262170a8-df0f-4b9d-bdc1-7ce01a4ab1d9/ENCFF260ZOK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/262170a8-df0f-4b9d-bdc1-7ce01a4ab1d9/ENCFF260ZOK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	released			
ENCFF111LMZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR767OEY	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	reverse	2022-07-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF301ANL/, /files/ENCFF272ZMQ/, /files/ENCFF970KWZ/, /files/ENCFF909PYJ/, /files/ENCFF051IAD/, /files/ENCFF210KBV/	109563	Gene Yeo, UCSD	fec79567d1573408aff35646b6b4f68f		https://www.encodeproject.org/files/ENCFF111LMZ/@@download/ENCFF111LMZ.bed.gz	V29			released	s3://encode-public/2022/01/12/186b1c0c-6dff-4d6c-a32c-e97bb3e66478/ENCFF111LMZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/186b1c0c-6dff-4d6c-a32c-e97bb3e66478/ENCFF111LMZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	released			
ENCFF566LNK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR090LNQ	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ELAVL1-human	RNA				ultraviolet irradiation	reverse	2022-07-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF085ZSE/, /files/ENCFF245TBA/, /files/ENCFF162XUI/, /files/ENCFF604KNU/, /files/ENCFF742QQK/, /files/ENCFF856NLY/	203590	Gene Yeo, UCSD	02df07f63fcd2e0a3f14b315c179c7e0		https://www.encodeproject.org/files/ENCFF566LNK/@@download/ENCFF566LNK.bed.gz	V29			released	s3://encode-public/2022/01/12/87dabcf8-6bba-4805-9a4c-eb82bc9e0478/ENCFF566LNK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/87dabcf8-6bba-4805-9a4c-eb82bc9e0478/ENCFF566LNK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	released			
ENCFF390NMJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR448GXJ	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										GARS-human	RNA				ultraviolet irradiation	reverse	2022-07-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF548HWJ/, /files/ENCFF852FHN/, /files/ENCFF327VVV/, /files/ENCFF807OEK/, /files/ENCFF223VLH/, /files/ENCFF371VBO/	12672	Gene Yeo, UCSD	74ebab1e50015414f47aca6ba94b2eca		https://www.encodeproject.org/files/ENCFF390NMJ/@@download/ENCFF390NMJ.bed.gz	V29			released	s3://encode-public/2022/01/12/b0a9273c-2110-485b-ab69-2182824b3fd9/ENCFF390NMJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/b0a9273c-2110-485b-ab69-2182824b3fd9/ENCFF390NMJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	released			
ENCFF800GPC	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR040QLV	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX21-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF099RYM/, /files/ENCFF845KUG/, /files/ENCFF945XNS/, /files/ENCFF572GMO/, /files/ENCFF039QTN/, /files/ENCFF787VFD/	2238	Gene Yeo, UCSD	05647bdc449a4cc735d94a439b14ce87		https://www.encodeproject.org/files/ENCFF800GPC/@@download/ENCFF800GPC.bed.gz				released	s3://encode-public/2018/06/08/2a2589ec-0ed9-409d-8212-9cc6edf938c6/ENCFF800GPC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/2a2589ec-0ed9-409d-8212-9cc6edf938c6/ENCFF800GPC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF378OYA	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR040QLV	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX21-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF455REV/, /files/ENCFF371SNO/, /files/ENCFF269URO/, /files/ENCFF212EDY/, /files/ENCFF005ZCI/, /files/ENCFF655QSG/	2109	Gene Yeo, UCSD	fb7c42644d2c924f3945cf7b0690f598		https://www.encodeproject.org/files/ENCFF378OYA/@@download/ENCFF378OYA.bed.gz				released	s3://encode-public/2018/12/03/c95f2431-6799-4260-bec6-13e21bb80bb3/ENCFF378OYA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/c95f2431-6799-4260-bec6-13e21bb80bb3/ENCFF378OYA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF565RQI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF828WCR/, /files/ENCFF746RLH/, /files/ENCFF856EEK/, /files/ENCFF746AWW/, /files/ENCFF820ONK/, /files/ENCFF039QTN/	2394	Gene Yeo, UCSD	ec970c0b42a87e1ce2ee97fb4d36a6df		https://www.encodeproject.org/files/ENCFF565RQI/@@download/ENCFF565RQI.bed.gz				released	s3://encode-public/2018/06/08/735c27fe-c800-4615-9c4c-1b3d258dfecc/ENCFF565RQI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/735c27fe-c800-4615-9c4c-1b3d258dfecc/ENCFF565RQI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF848JWA	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF264DBW/, /files/ENCFF097KHT/, /files/ENCFF697NZQ/, /files/ENCFF417RUN/, /files/ENCFF269URO/, /files/ENCFF343FAD/	2402	Gene Yeo, UCSD	8d7b78ab980f1e1b9c32f248bfd9100f		https://www.encodeproject.org/files/ENCFF848JWA/@@download/ENCFF848JWA.bed.gz				released	s3://encode-public/2018/12/03/6351d640-9a64-4210-bd60-df9c88384e0e/ENCFF848JWA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/6351d640-9a64-4210-bd60-df9c88384e0e/ENCFF848JWA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF793EJK	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR685AUR	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF966FGY/, /files/ENCFF038BAZ/, /files/ENCFF660MWG/, /files/ENCFF643WBT/, /files/ENCFF248VYV/, /files/ENCFF039QTN/	67713	Gene Yeo, UCSD	670d4b0207107956b19a1794ec18664a		https://www.encodeproject.org/files/ENCFF793EJK/@@download/ENCFF793EJK.bed.gz				released	s3://encode-public/2018/06/08/5e30ceb5-7e73-4a45-813a-0760d090b1b7/ENCFF793EJK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/5e30ceb5-7e73-4a45-813a-0760d090b1b7/ENCFF793EJK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths, antibody characterized with exemption		
ENCFF343TCO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR685AUR	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF474PGR/, /files/ENCFF653PSU/, /files/ENCFF269URO/, /files/ENCFF712CBF/, /files/ENCFF265GVT/, /files/ENCFF506YVW/	68915	Gene Yeo, UCSD	17257c3f824cffc05227773f64d69a1e		https://www.encodeproject.org/files/ENCFF343TCO/@@download/ENCFF343TCO.bed.gz				released	s3://encode-public/2018/12/03/46e09d13-4035-4b5e-b891-4e99d605d948/ENCFF343TCO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/46e09d13-4035-4b5e-b891-4e99d605d948/ENCFF343TCO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths, antibody characterized with exemption		
ENCFF630KXK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR554UVB	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FMR1-human	RNA				ultraviolet irradiation	reverse	2022-07-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF116JQY/, /files/ENCFF060SQN/, /files/ENCFF862NOB/, /files/ENCFF730RDB/, /files/ENCFF066LUR/, /files/ENCFF033DLE/	98743	Gene Yeo, UCSD	9999d3206ad30e8e4a46441b2fa76770		https://www.encodeproject.org/files/ENCFF630KXK/@@download/ENCFF630KXK.bed.gz	V29			released	s3://encode-public/2022/01/12/be1876b2-41ab-44ec-b58d-365a5a1d03d0/ENCFF630KXK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/be1876b2-41ab-44ec-b58d-365a5a1d03d0/ENCFF630KXK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	released			
ENCFF937QJB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR693JWP	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF500BEE/, /files/ENCFF120LSF/, /files/ENCFF360EQG/, /files/ENCFF535JNJ/, /files/ENCFF144JVB/, /files/ENCFF039QTN/	16799	Gene Yeo, UCSD	6c02dada2c1c8971a89a7dd3ce6c707f		https://www.encodeproject.org/files/ENCFF937QJB/@@download/ENCFF937QJB.bed.gz				released	s3://encode-public/2018/06/08/8b0c5c5c-5638-433c-bb41-cecc4fbaa7ef/ENCFF937QJB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/8b0c5c5c-5638-433c-bb41-cecc4fbaa7ef/ENCFF937QJB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
