Bait,Prey,Interaction_support,IP_interaction_type,PPI_support,bait_eclipped,prey_eclipped
HNRNPL,ILF3,both,shielded,True,True,True
HNRNPL,MATR3,SEC,,True,True,True
HNRNPL,PABPC4,both,mediated,False,True,True
HNRNPL,PTBP1,SEC,,True,True,True
HNRNPL,RPS3,SEC,,False,True,True
HNRNPL,SAFB,IP,shielded,False,True,True
HNRNPL,SAFB2,IP,shielded,False,True,True
HNRNPL,SRSF1,SEC,,True,True,True
HNRNPL,TAF15,SEC,,True,True,True
HNRNPL,UPF1,SEC,,True,True,True
HNRNPL,ZRANB2,SEC,,False,True,True
HNRNPU,HNRNPUL1,SEC,,True,True,True
HNRNPU,IGF2BP1,SEC,,True,True,True
HNRNPU,IGF2BP2,SEC,,False,True,True
HNRNPU,MATR3,SEC,,True,True,True
HNRNPU,PABPC4,SEC,,True,True,True
HNRNPU,RPS11,SEC,,True,True,True
HNRNPU,TAF15,SEC,,True,True,True
HNRNPUL1,IGF2BP1,SEC,,False,True,True
HNRNPUL1,IGF2BP2,SEC,,False,True,True
HNRNPUL1,MATR3,SEC,,True,True,True
HNRNPUL1,PABPC4,SEC,,False,True,True
HNRNPUL1,RPS11,SEC,,False,True,True
HNRNPUL1,RPS3,SEC,,False,True,True
HNRNPUL1,TAF15,SEC,,True,True,True
IGF2BP1,IGF2BP2,SEC,,True,True,True
IGF2BP1,ILF3,both,undetermined,True,True,True
IGF2BP1,MATR3,SEC,,False,True,True
IGF2BP1,NCBP2,SEC,,False,True,True
IGF2BP1,NPM1,SEC,,True,True,True
IGF2BP1,PABPC4,SEC,,True,True,True
IGF2BP1,PRPF8,SEC,,False,True,True
IGF2BP1,PTBP1,SEC,,True,True,True
IGF2BP1,RPS11,SEC,,True,True,True
IGF2BP1,RPS3,SEC,,False,True,True
IGF2BP1,RPS6,SEC,,True,True,False
IGF2BP1,SERBP1,SEC,,True,True,True
IGF2BP1,SF3B1,SEC,,False,True,True
IGF2BP1,SRSF1,SEC,,False,True,True
IGF2BP1,TAF15,both,undetermined,False,True,True
IGF2BP1,TRA2A,SEC,,False,True,True
IGF2BP1,UPF1,SEC,,True,True,True
IGF2BP1,ZRANB2,SEC,,False,True,True
IGF2BP2,FMR1,IP,shielded,True,True,True
IGF2BP2,FXR1,IP,shielded,False,True,True
IGF2BP2,ILF3,SEC,,True,True,True
IGF2BP2,MATR3,SEC,,False,True,True
IGF2BP2,PABPC4,SEC,,True,True,True
IGF2BP2,PTBP1,SEC,,True,True,True
IGF2BP2,RPS11,SEC,,False,True,True
IGF2BP2,SRSF1,SEC,,False,True,True
IGF2BP2,TAF15,SEC,,False,True,True
IGF2BP2,UPF1,SEC,,True,True,True
IGF2BP2,ZRANB2,SEC,,False,True,True
ILF3,MATR3,SEC,,True,True,True
ILF3,PABPC4,SEC,,False,True,True
ILF3,TAF15,SEC,,True,True,True
ILF3,ZRANB2,SEC,,False,True,True
LARP7,DDX6,IP,mediated,True,True,True
LIN28B,PABPC4,both,mediated,False,True,True
LIN28B,RPS11,both,shielded,False,True,True
MATR3,PABPC4,SEC,,False,True,True
MATR3,PRPF8,SEC,,True,True,True
MATR3,RPS11,SEC,,False,True,True
MATR3,RPS3,SEC,,False,True,True
MATR3,RPS6,SEC,,False,True,False
MATR3,SRSF1,SEC,,False,True,True
MATR3,TAF15,SEC,,True,True,True
MATR3,TRA2A,SEC,,False,True,True
MATR3,UPF1,SEC,,False,True,True
MATR3,ZRANB2,SEC,,False,True,True
NCBP2,NPM1,SEC,,False,True,True
NCBP2,PABPC4,SEC,,False,True,True
NCBP2,PRPF8,SEC,,True,True,True
NCBP2,RBM15,SEC,,False,True,True
NCBP2,RPS11,SEC,,False,True,True
NCBP2,RPS3,SEC,,False,True,True
NCBP2,RPS6,SEC,,False,True,False
NCBP2,SAFB2,SEC,,False,True,True
NCBP2,SF3B1,SEC,,True,True,True
NCBP2,SF3B4,SEC,,True,True,True
NCBP2,SRSF1,SEC,,True,True,True
NCBP2,TAF15,SEC,,False,True,True
NCBP2,TRA2A,SEC,,False,True,True
NOLC1,NPM1,SEC,,True,True,True
NOLC1,RPS11,SEC,,True,True,True
NOLC1,RPS6,SEC,,True,True,False
NPM1,NSUN2,SEC,,True,True,True
NPM1,PABPC4,SEC,,True,True,True
NPM1,PRPF8,SEC,,True,True,True
NPM1,RPS11,SEC,,True,True,True
NPM1,SF3B1,SEC,,False,True,True
NPM1,SF3B4,SEC,,True,True,True
NPM1,SRSF1,SEC,,True,True,True
NPM1,TAF15,SEC,,False,True,True
NPM1,TRA2A,SEC,,False,True,True
NPM1,WDR43,SEC,,False,True,True
NPM1,ZC3H11A,SEC,,False,True,True
NSUN2,TAF15,SEC,,False,True,True
PABPC4,PRPF8,SEC,,False,True,True
PABPC4,RBM15,SEC,,False,True,True
PABPC4,RPS11,SEC,,True,True,True
PABPC4,RPS3,SEC,,False,True,True
PABPC4,SERBP1,SEC,,False,True,True
PABPC4,SF3B1,SEC,,False,True,True
PABPC4,SF3B4,SEC,,False,True,True
PABPC4,SRSF1,SEC,,False,True,True
PABPC4,TAF15,SEC,,False,True,True
PABPC4,TRA2A,SEC,,True,True,True
PABPC4,UPF1,SEC,,False,True,True
PABPC4,ZRANB2,SEC,,False,True,True
PRPF8,EFTUD2,both,undetermined,True,True,True
PRPF8,RPS11,SEC,,True,True,True
PRPF8,RPS3,SEC,,True,True,True
PRPF8,RPS6,SEC,,True,True,False
PRPF8,SAFB2,SEC,,False,True,True
PRPF8,SF3B1,SEC,,True,True,True
PRPF8,SRSF1,SEC,,True,True,True
PRPF8,TAF15,SEC,,False,True,True
PRPF8,TRA2A,SEC,,False,True,True
PTBP1,HNRNPK,both,undetermined,True,True,True
PTBP1,MATR3,both,undetermined,True,True,True
PTBP1,PABPC4,both,undetermined,False,True,True
PTBP1,SRSF1,SEC,,False,True,True
PTBP1,TAF15,SEC,,False,True,True
PTBP1,UPF1,SEC,,False,True,True
PUM2,PUM1,IP,direct,True,True,True
RBFOX2,DGCR8,IP,direct,False,True,True
RBM22,SAFB,IP,shielded,False,True,True
RBM22,SAFB2,IP,shielded,False,True,True
RPS11,RPS3,SEC,,True,True,True
RPS11,SERBP1,SEC,,True,True,True
RPS11,SF3B1,SEC,,False,True,True
RPS11,SF3B4,SEC,,False,True,True
RPS11,SRSF1,SEC,,False,True,True
RPS11,TAF15,SEC,,False,True,True
RPS11,TRA2A,SEC,,False,True,True
RPS11,WDR43,SEC,,False,True,True
RPS3,DDX21,both,shielded,True,True,True
RPS3,HNRNPC,IP,shielded,False,True,True
RPS3,NPM1,both,shielded,True,True,True
RPS3,RPS6,IP,shielded,True,True,False
RPS3,TAF15,SEC,,False,True,True
RPS3,TRA2A,SEC,,False,True,True
RPS3,ZC3H11A,both,shielded,True,True,True
RPS6,GNL3,both,shielded,True,True,False
RPS6,HNRNPUL1,IP,mediated,False,False,True
RPS6,NPM1,both,mediated,True,True,False
RPS6,PABPC4,both,mediated,False,True,False
RPS6,RPS10,IP,direct,True,False,False
RPS6,RPS11,both,direct,True,True,False
RPS6,RPS3,both,mediated,True,True,False
RPS6,SF3B4,SEC,,True,False,True
RPS6,SRSF1,SEC,,False,False,True
RPS6,TRA2A,SEC,,False,False,True
RPS6,WDR43,SEC,,True,False,True
RPS6,ZC3H11A,SEC,,False,False,True
RPS6,ZRANB2,SEC,,False,False,True
SAFB2,SRSF1,SEC,,False,True,True
SAFB2,TRA2A,SEC,,False,True,True
SF3B1,SRSF1,SEC,,True,True,True
SF3B1,TAF15,SEC,,False,True,True
SF3B1,TRA2A,SEC,,False,True,True
SF3B4,EFTUD2,IP,shielded,True,True,True
SF3B4,PRPF8,both,shielded,True,True,True
SF3B4,SF3B1,both,direct,True,True,True
SF3B4,SRSF1,SEC,,True,True,True
SF3B4,TAF15,SEC,,True,True,True
SF3B4,TRA2A,SEC,,False,True,True
SRSF1,HNRNPM,IP,shielded,True,True,True
SRSF1,HNRNPUL1,both,mediated,True,True,True
SRSF1,RPS3,both,mediated,False,True,True
SRSF1,TAF15,both,mediated,True,True,True
SRSF1,TRA2A,SEC,,True,True,True
SRSF1,UPF1,SEC,,False,True,True
TAF15,SAFB,IP,shielded,True,True,True
TAF15,SAFB2,IP,shielded,False,True,True
TAF15,TRA2A,SEC,,False,True,True
TAF15,UPF1,SEC,,False,True,True
TAF15,ZRANB2,SEC,,False,True,True
U2AF2,AQR,IP,shielded,False,True,True
